biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P63151	C	canonical	  1.000	  1.000	4	  1.068	2	8	8p21.2	26150732	26228402	+			P63151	940	15				2ABA_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1 CONCAT=2	Homo sapiens
Q14847	C	canonical	  1.000	  1.000	3	  1.101	3	17	17q12	37026112	37078023	+			Q14847	941	7				LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2 CONCAT=1	Homo sapiens
Q96KP4	C	canonical	  1.000	  1.000	166	 37.505	28	18	18q22.3	72163443	72188363	+			Q96KP4	942	17				CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2 CONCAT=3	Homo sapiens
Q12860	C	canonical	  1.000	  1.000	115	 12.063	33	12	12q12	41302156	41464094	+			Q12860	943	10				CNTN1_HUMAN Contactin-1 OS=Homo sapiens GN=CNTN1 PE=1 SV=1 CONCAT=13	Homo sapiens
P07900	C	canonical	  1.000	  1.000	93	 14.765	25	14	14q32.31	102547075	102553528	-			P08238	944	43				HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5 CONCAT=2	Homo sapiens
P08238	C	canonical	  1.000	  1.000	101	 15.613	28	6	6p21.1	44214824	44221620	+			P08238	944	43				HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4 CONCAT=3	Homo sapiens
P14625	C	canonical	  0.055	  1.000	21	  2.937	12	12	12q23.3	104324112	104341704	+			P08238	944	43				ENPL_HUMAN Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1 CONCAT=6	Homo sapiens
P40926	C	canonical	  1.000	  1.000	23	  6.434	10	7	7q11.23	75677385	75696826	+			P40926	945	3				MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3 CONCAT=6	Homo sapiens
P21810	C	canonical	  1.000	  1.000	73	 23.824	12	X	Xq28	152760397	152775012	+			P21810	946	8				PGS1_HUMAN Biglycan OS=Homo sapiens GN=BGN PE=1 SV=2 CONCAT=11	Homo sapiens
P09603	C	canonical	  0.093	  1.000	185	 41.798	20	1	1p13.3	110453255	110473614	+			P09603	947	8				CSF1_HUMAN Macrophage colony-stimulating factor 1 OS=Homo sapiens GN=CSF1 PE=1 SV=2 CONCAT=12	Homo sapiens
P07237	C	canonical	  1.000	  1.000	42	  6.853	15	17	17q25.3	79801035	79818570	-			P07237	948	17				PDIA1_HUMAN Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3 CONCAT=6	Homo sapiens
P31639	C	canonical	  1.000	  1.000	6	  1.532	5	16	16p11.2	31494439	31502089	+			P31639	949	4				SC5A2_HUMAN Sodium/glucose cotransporter 2 OS=Homo sapiens GN=SLC5A2 PE=1 SV=1 CONCAT=2	Homo sapiens
P09871	C	canonical	  1.000	  1.000	17	  3.221	11	12	12p13	0	0	 			P09871	950	16				C1S_HUMAN Complement C1s subcomponent OS=Homo sapiens GN=C1S PE=1 SV=1 CONCAT=11	Homo sapiens
P48740	C	canonical	  1.000	  1.000	4	  0.691	3	3	3q27-q28	0	0	 			P09871	950	16				MASP1_HUMAN Mannan-binding lectin serine protease 1 OS=Homo sapiens GN=MASP1 PE=1 SV=3 CONCAT=12	Homo sapiens
Q7Z5L0	C	canonical	  1.000	  1.000	256	150.383	15	17	17p13.2	4688580	4689727	-			Q7Z5L0	951	3				VMO1_HUMAN Vitelline membrane outer layer protein 1 homolog OS=Homo sapiens GN=VMO1 PE=1 SV=1 CONCAT=9	Homo sapiens
Q13449	C	canonical	  1.000	  1.000	9	  2.783	4	3	3q13.31	115521235	116164378	-			Q13449	952	4				LSAMP_HUMAN Limbic system-associated membrane protein OS=Homo sapiens GN=LSAMP PE=1 SV=2 CONCAT=10	Homo sapiens
P05543	C	canonical	  1.000	  1.000	301	 73.674	22	X	Xq22.3	105277197	105281385	-			P05543	953	2				THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens GN=SERPINA7 PE=1 SV=2 CONCAT=16	Homo sapiens
Q9BY67	C	canonical	  1.000	  1.000	140	 39.162	9	11	11q23.2	0	0	 			Q9BY67	954	13				CADM1_HUMAN Cell adhesion molecule 1 OS=Homo sapiens GN=CADM1 PE=1 SV=2 CONCAT=7	Homo sapiens
Q96B86	C	canonical	  1.000	  1.000	3	  0.839	3	15	15q26.1	0	0	 			Q96B86	955	8				RGMA_HUMAN Repulsive guidance molecule A OS=Homo sapiens GN=RGMA PE=1 SV=3 CONCAT=14	Homo sapiens
P68104	C	canonical	  1.000	  1.000	346	 96.787	27	6	6q13	74227238	74231311	-			P68104	956	13				EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BVK6	C	canonical	  0.011	  1.000	2	  0.904	2	5	5q35.3	177019159	177023125	+			Q9BVK6	957	2				TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2 CONCAT=8	Homo sapiens
Q9H0W9	C	canonical	  1.000	  1.000	164	 64.226	20	11	11q21	93474808	93496249	+			Q9H0W9	958	14				CK054_HUMAN Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1 CONCAT=1	Homo sapiens
Q53RD9	C	canonical	  1.000	  1.000	22	  4.787	5	2	2q13	112895962	112945791	+			Q53RD9	959	8				FBLN7_HUMAN Fibulin-7 OS=Homo sapiens GN=FBLN7 PE=2 SV=1 CONCAT=7	Homo sapiens
Q05655	C	canonical	  1.000	  1.000	3	  0.452	3	3	3p21.1	53195215	53226570	+			Q05655	960	5				KPCD_HUMAN Protein kinase C delta type OS=Homo sapiens GN=PRKCD PE=1 SV=2 CONCAT=9	Homo sapiens
Q9Y446	C	canonical	  1.000	  1.000	9	  1.149	6	11	11p15.5	394217	404908	+			Q9Y446	961	8				PKP3_HUMAN Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1 CONCAT=1	Homo sapiens
Q14393	C	canonical	  1.000	  1.000	59	  8.887	16	13	13q34	114523531	114567040	-			Q14393	962	6				GAS6_HUMAN Growth arrest-specific protein 6 OS=Homo sapiens GN=GAS6 PE=1 SV=2 CONCAT=14	Homo sapiens
P26641	C	canonical	  1.000	  1.000	14	  3.163	7	11	11q12.3	62327073	62341445	-			P26641	963	5				EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3 CONCAT=2	Homo sapiens
Q86UD1	C	canonical	  1.000	  1.000	21	  9.489	6	11	11q23.3	120081475	120101041	+			Q86UD1	964	2				OAF_HUMAN Out at first protein homolog OS=Homo sapiens GN=OAF PE=2 SV=1 CONCAT=8	Homo sapiens
P11279	C	canonical	  1.000	  1.000	97	 25.901	9	13	13q34	113951556	113977987	+			P11279	965	3				LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3 CONCAT=7	Homo sapiens
P09651	C	canonical	  1.000	  1.000	8	  2.350	6	12	12q13.13	54674539	54678998	+			P09651	966	24				ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5 CONCAT=6	Homo sapiens
Q15907	C	canonical	  1.000	  1.000	35	 13.707	11	19	19p13.2	0	0	 			Q15907	967	11				RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4 CONCAT=5	Homo sapiens
Q99538	C	canonical	  1.000	  1.000	19	  5.315	6	14	14q32.12	93170154	93215047	-			Q99538	968	11				LGMN_HUMAN Legumain OS=Homo sapiens GN=LGMN PE=1 SV=1 CONCAT=12	Homo sapiens
P14618	C	canonical	  1.000	  1.000	287	 54.385	37	15	15q22	0	0	 			P14618	969	24				KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4 CONCAT=3	Homo sapiens
P36957	C	canonical	  1.000	  1.000	12	  3.065	4	14	14q24.3	75348596	75370448	+			P36957	970	8				ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4 CONCAT=5	Homo sapiens
Q86UN3	C	canonical	  1.000	  1.000	66	 18.462	14	11	11q12.1	57228022	57245007	+			Q86UN3	971	3				R4RL2_HUMAN Reticulon-4 receptor-like 2 OS=Homo sapiens GN=RTN4RL2 PE=1 SV=1 CONCAT=9	Homo sapiens
P51178	C	canonical	  1.000	  1.000	5	  0.794	5	3	3p22.2	38048989	38071253	-			P51178	972	2				PLCD1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens GN=PLCD1 PE=1 SV=2 CONCAT=4	Homo sapiens
P08263	C	canonical	  1.000	  1.000	68	 33.288	12	6	6p12.2	52656462	52668708	-			P08263	973	11				GSTA1_HUMAN Glutathione S-transferase A1 OS=Homo sapiens GN=GSTA1 PE=1 SV=3 CONCAT=6	Homo sapiens
Q99653	C	canonical	  1.000	  1.000	3	  1.762	3	15	15q15.1	41523341	41574043	+			Q99653	974	6				CHP1_HUMAN Calcineurin B homologous protein 1 OS=Homo sapiens GN=CHP1 PE=1 SV=3 CONCAT=2	Homo sapiens
P63241	C	canonical	  1.000	  1.000	21	 15.420	4	17	17p13.1	7210318	7215774	+			P63241	975	9				IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2 CONCAT=2	Homo sapiens
P02679	C	canonical	  1.000	  1.000	178	 38.727	32	4	4q28	0	0	 			P02679	976	6				FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens GN=FGG PE=1 SV=3 CONCAT=25	Homo sapiens
Q8IWA5	C	canonical	  0.084	  1.000	113	 19.524	19	19	19p13	0	0	 			Q8IWA5	977	12				CTL2_HUMAN Choline transporter-like protein 2 OS=Homo sapiens GN=SLC44A2 PE=1 SV=3 CONCAT=2	Homo sapiens
P04179	C	canonical	  1.000	  1.000	4	  1.807	2	6	6q25.3	0	0	 			P04179	978	7				SODM_HUMAN Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens GN=SOD2 PE=1 SV=2 CONCAT=12	Homo sapiens
P15309	C	canonical	  1.000	  1.000	790	244.249	35	3	3q22.1	132036211	132077596	+			P15309	979	5				PPAP_HUMAN Prostatic acid phosphatase OS=Homo sapiens GN=ACPP PE=1 SV=3 CONCAT=14	Homo sapiens
P16083	C	canonical	  1.000	  1.000	24	 10.070	7	6	6p25.2	3000208	3019996	+			P16083	980	5				NQO2_HUMAN Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens GN=NQO2 PE=1 SV=5 CONCAT=8	Homo sapiens
Q9BZG9	C	canonical	  0.034	  1.000	86	 84.199	7	8	8q24.3	143845756	143851262	-			Q9BZG9	981	8				LYNX1_HUMAN Ly-6/neurotoxin-like protein 1 OS=Homo sapiens GN=LYNX1 PE=1 SV=3 CONCAT=6	Homo sapiens
P54107	C	canonical	  1.000	  1.000	3	  1.602	3	6	6p12.3	49801984	49825116	-			P54107	982	2				CRIS1_HUMAN Cysteine-rich secretory protein 1 OS=Homo sapiens GN=CRISP1 PE=1 SV=1 CONCAT=6	Homo sapiens
P22314	C	canonical	  1.000	  1.000	49	  5.050	18	X	Xp11.23	47053241	47074527	+			P22314	983	10				UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3 CONCAT=5	Homo sapiens
P40189	C	canonical	  1.000	  1.000	39	  4.582	7	5	5q11.2	55230953	55272142	-			P40189	984	6				IL6RB_HUMAN Interleukin-6 receptor subunit beta OS=Homo sapiens GN=IL6ST PE=1 SV=2 CONCAT=13	Homo sapiens
P15311	C	canonical	  1.000	  1.000	411	 68.982	38	6	6q25.3	159186773	159239259	-			P15311	985	47				EZRI_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4 CONCAT=5	Homo sapiens
P26038	C	canonical	  1.000	  1.000	275	 46.156	37	X	Xq12	64887537	64961791	+			P15311	985	47				MOES_HUMAN Moesin OS=Homo sapiens GN=MSN PE=1 SV=3 CONCAT=2	Homo sapiens
P35241	C	canonical	  1.000	  1.000	219	 37.838	21	11	11q22.3	110100175	110167447	-			P15311	985	47				RADI_HUMAN Radixin OS=Homo sapiens GN=RDX PE=1 SV=1 CONCAT=4	Homo sapiens
P62993	C	canonical	  1.000	  1.000	6	  2.518	6	17	17q25.1	73314157	73401790	-			P62993	986	4				GRB2_HUMAN Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1 CONCAT=1	Homo sapiens
P05388	C	canonical	  1.000	  1.000	17	  6.658	8	12	12q24.23	120634510	120639014	-			P05388	987	15				RLA0_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1 CONCAT=1	Homo sapiens
P06753-2	C	canonical	  1.000	  1.000	17	  6.241	14	1	1q21.2	0	0	 			P06753-2	988	61				TPM3_HUMAN Isoform 2 of Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3	Homo sapiens
P13693	C	canonical	  1.000	  1.000	6	  3.916	3	13	13q14.13	45911437	45915293	-			P13693	989	11				TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens GN=TPT1 PE=1 SV=1 CONCAT=2	Homo sapiens
P62081	C	canonical	  1.000	  1.000	9	  4.806	4	2	2p25.3	3622795	3628509	+			P62081	990	3				RS7_HUMAN 40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1 CONCAT=1	Homo sapiens
P14384	C	canonical	  1.000	  1.000	208	 50.911	19	12	12q15	69244960	69326664	-			P14384	991	4				CBPM_HUMAN Carboxypeptidase M OS=Homo sapiens GN=CPM PE=1 SV=2 CONCAT=13	Homo sapiens
O75144	C	canonical	  1.000	  1.000	79	 35.698	4	21	21q22.3	45642874	45660723	-			O75144	992	4				ICOSL_HUMAN ICOS ligand OS=Homo sapiens GN=ICOSLG PE=1 SV=2 CONCAT=7	Homo sapiens
P36639	C	canonical	  1.000	  1.000	32	 18.798	7	7	7p22.3	2282540	2290780	+			P36639	993	5				8ODP_HUMAN 7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens GN=NUDT1 PE=1 SV=3 CONCAT=6	Homo sapiens
Q15404	C	canonical	  1.000	  1.000	2	  0.839	2	10	10p13	16632610	16859527	-			Q15404	994	4				RSU1_HUMAN Ras suppressor protein 1 OS=Homo sapiens GN=RSU1 PE=1 SV=3 CONCAT=2	Homo sapiens
P10412	C	canonical	  1.000	  1.000	9	  5.287	6	6	6p22.2	26156559	26157343	+			P16403	995	6				H14_HUMAN Histone H1.4 OS=Homo sapiens GN=HIST1H1E PE=1 SV=2 CONCAT=4	Homo sapiens
P16403	C	canonical	  1.000	  1.000	10	  5.340	7	6	6p22.2	26055968	26056699	-			P16403	995	6				H12_HUMAN Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2 CONCAT=6	Homo sapiens
P30613	C	canonical	  1.000	  1.000	29	  5.010	8	1	1q22	155260044	155271225	-			P30613	996	4				KPYR_HUMAN Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2 CONCAT=111	Homo sapiens
P10809	C	canonical	  1.000	  1.000	24	  4.272	16	2	2q33.1	198351310	198364998	-			P10809	997	9				CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2 CONCAT=7	Homo sapiens
Q99497	C	canonical	  1.000	  1.000	36	 17.623	15	1	1p36.23	8021723	8045339	+			Q99497	998	4				PARK7_HUMAN Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2 CONCAT=11	Homo sapiens
P80370	C	canonical	  0.024	  1.000	22	  7.602	5	14	14q32.2	101193246	101201464	+			P80370	999	6				DLK1_HUMAN Protein delta homolog 1 OS=Homo sapiens GN=DLK1 PE=1 SV=3 CONCAT=14	Homo sapiens
O60437	C	canonical	  1.000	  1.000	92	  4.741	47	16	16p13.3	4932508	4987136	-			O60437	1000	4				PEPL_HUMAN Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4 CONCAT=11	Homo sapiens
O94910	C	canonical	  1.000	  1.000	19	  1.618	11	19	19p13.12	14260750	14316999	-			O94910	1001	3				LPHN1_HUMAN Latrophilin-1 OS=Homo sapiens GN=LPHN1 PE=1 SV=1 CONCAT=7	Homo sapiens
P08195	C	canonical	  1.000	  1.000	139	 26.340	20	11	11q12.3	62648344	62656327	+			P08195	1002	14				4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3 CONCAT=1	Homo sapiens
Q9Y2J2	C	canonical	  1.000	  1.000	3	  0.320	3	18	18p11.31	5392383	5544241	-			Q9Y2J2	1003	16				E41L3_HUMAN Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2 CONCAT=5	Homo sapiens
E9PBJ4		canonical	  0.048	  1.000	163	 79.793	15			0	0	 			P68371	1004	77				E9PBJ4_HUMAN Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=1	Homo sapiens
P68371	C	canonical	  1.000	  1.000	275	 73.429	29	9	9q34.3	140135665	140138159	+			P68371	1004	77				TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1 CONCAT=1	Homo sapiens
Q13509	C	canonical	  1.000	  1.000	159	 42.456	19	16	16q24.3	89996843	90002495	+			P68371	1004	77				TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2 CONCAT=13	Homo sapiens
Q9BUF5	C	canonical	  1.000	  1.000	76	 20.293	13	18	18p11.21	12308058	12326618	+			P68371	1004	77				TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9UIV8	C	canonical	  1.000	  1.000	18	  4.806	10	18	18q21.33	61254534	61266430	+			Q9UIV8	1005	9				SPB13_HUMAN Serpin B13 OS=Homo sapiens GN=SERPINB13 PE=1 SV=2 CONCAT=2	Homo sapiens
P00167	C	canonical	  1.000	  1.000	8	  6.714	4	18	18q22.3	71920531	71959251	-			P00167	1006	6				CYB5_HUMAN Cytochrome b5 OS=Homo sapiens GN=CYB5A PE=1 SV=2 CONCAT=2	Homo sapiens
P17813	C	canonical	  1.000	  1.000	9	  1.823	5	9	9q34.11	130577296	130616915	-			P17813	1007	3				EGLN_HUMAN Endoglin OS=Homo sapiens GN=ENG PE=1 SV=2 CONCAT=58	Homo sapiens
P30041	C	canonical	  1.000	  1.000	143	 56.002	15	1	1q25.1	173446405	173457946	+			P30041	1008	2				PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3 CONCAT=2	Homo sapiens
P07858	C	canonical	  1.000	  1.000	219	 71.471	21	8	8p23.1	11701849	11725588	-			P07858	1009	20				CATB_HUMAN Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3 CONCAT=22	Homo sapiens
O43278	C	canonical	  1.000	  1.000	28	  6.326	12	15	15q15.1	41136216	41150405	+			O43278	1010	9				SPIT1_HUMAN Kunitz-type protease inhibitor 1 OS=Homo sapiens GN=SPINT1 PE=1 SV=2 CONCAT=8	Homo sapiens
Q5T2W1	C	canonical	  1.000	  1.000	27	  5.469	19	1	1q21.1	145743263	145764074	+			Q5T2W1	1011	5				NHRF3_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Homo sapiens GN=PDZK1 PE=1 SV=2 CONCAT=1	Homo sapiens
P25325	C	canonical	  1.000	  1.000	59	 23.106	9	22	22q12.3	37415809	37425860	+			P25325	1012	4				THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3 CONCAT=2	Homo sapiens
Q02252	C	canonical	  1.000	  1.000	12	  2.350	11	14	14q24.3	74523553	74551196	-			Q02252	1013	3				MMSA_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALDH6A1 PE=1 SV=2 CONCAT=5	Homo sapiens
P08185	C	canonical	  1.000	  1.000	148	 45.758	18	14	14q32.13	94770586	94789731	-			P08185	1014	3				CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens GN=SERPINA6 PE=1 SV=1 CONCAT=9	Homo sapiens
P04899	C	canonical	  1.000	  1.000	138	 45.037	20	3	3p21.31	50289106	50296771	+			P63096	1015	57				GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3 CONCAT=2	Homo sapiens
P08754	C	canonical	  1.000	  1.000	126	 43.539	19	1	1p13.3	110091233	110136975	+			P63096	1015	57				GNAI3_HUMAN Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3 CONCAT=4	Homo sapiens
P29992	C	canonical	  1.000	  1.000	68	 19.973	13	19	19p13.3	3094408	3124002	+			P63096	1015	57				GNA11_HUMAN Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2 CONCAT=7	Homo sapiens
P50148	C	canonical	  1.000	  1.000	63	 18.504	13	9	9q21.2	80331003	80646374	-			P63096	1015	57				GNAQ_HUMAN Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4 CONCAT=4	Homo sapiens
P63092	C	canonical	  1.000	  1.000	92	 27.022	20	20	20q13.3	0	0	 			P63096	1015	57				GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens GN=GNAS PE=1 SV=1 CONCAT=30	Homo sapiens
P63096	C	canonical	  1.000	  1.000	165	 57.016	21	7	7q21	0	0	 			P63096	1015	57				GNAI1_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 PE=1 SV=2 CONCAT=2	Homo sapiens
Q14344	C	canonical	  1.000	  1.000	39	  9.546	14	17	17q24.1	63006833	63052957	-			P63096	1015	57				GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2 CONCAT=2	Homo sapiens
Q9P2R3	C	canonical	  1.000	  1.000	12	  1.215	9	17	17p13.2	4067201	4167272	-			Q9P2R3	1016	5				ANFY1_HUMAN Ankyrin repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=ANKFY1 PE=1 SV=2 CONCAT=2	Homo sapiens
P51572	C	canonical	  1.000	  1.000	5	  1.958	4	X	Xq28	152965952	152990152	-			P51572	1017	7				BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3 CONCAT=2	Homo sapiens
Q5VW32	C	canonical	  1.000	  1.000	283	 83.122	21	1	1q41	222885895	222908538	+			Q5VW32	1018	4				BROX_HUMAN BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1 CONCAT=4	Homo sapiens
P35613-2	C	canonical	  1.000	  1.000	62	 24.281	8	19	19p13.3	572565	583490	+			P35613-2	1019	8				BASI_HUMAN Isoform 2 of Basigin OS=Homo sapiens GN=BSG	Homo sapiens
P33151	C	canonical	  1.000	  1.000	15	  2.670	11	16	16q21	66400533	66438686	+			P33151	1020	8				CADH5_HUMAN Cadherin-5 OS=Homo sapiens GN=CDH5 PE=1 SV=5 CONCAT=11	Homo sapiens
P07998	C	canonical	  1.000	  1.000	1099	922.273	24	14	14q11.2	0	0	 			P07998	1021	2				RNAS1_HUMAN Ribonuclease pancreatic OS=Homo sapiens GN=RNASE1 PE=1 SV=4 CONCAT=6	Homo sapiens
Q9Y6R1-2	C	canonical	  1.000	  1.000	11	  1.436	11	4	4q21	0	0	 			Q9Y6R1-2	1022	18				S4A4_HUMAN Isoform 2 of Electrogenic sodium bicarbonate cotransporter 1 OS=Homo sapiens GN=SLC4A4	Homo sapiens
Q9UBX5	C	canonical	  0.089	  1.000	95	 27.903	20	14	14q32.12	92336386	92414167	-			Q9UBX5	1023	7				FBLN5_HUMAN Fibulin-5 OS=Homo sapiens GN=FBLN5 PE=1 SV=1 CONCAT=15	Homo sapiens
Q8NFT8	C	canonical	  0.053	  1.000	24	  5.222	11	2	2q36.3	0	0	 			Q8NFT8	1024	3				DNER_HUMAN Delta and Notch-like epidermal growth factor-related receptor OS=Homo sapiens GN=DNER PE=1 SV=1 CONCAT=6	Homo sapiens
P07711	C	canonical	  0.067	  1.000	54	 22.658	14	9	9q21.33	90341024	90346301	+			P07711	1025	8				CATL1_HUMAN Cathepsin L1 OS=Homo sapiens GN=CTSL PE=1 SV=2 CONCAT=16	Homo sapiens
Q9Y512	C	canonical	  1.000	  1.000	34	  7.133	13	22	22q13.31	44351301	44392413	+			Q9Y512	1026	3				SAM50_HUMAN Sorting and assembly machinery component 50 homolog OS=Homo sapiens GN=SAMM50 PE=1 SV=3 CONCAT=3	Homo sapiens
P20339	C	canonical	  1.000	  1.000	45	 24.031	7	3	3p24.3	19988571	20026667	+			P51148	1027	22				RAB5A_HUMAN Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=1 SV=2 CONCAT=1	Homo sapiens
P51148	C	canonical	  1.000	  1.000	92	 49.131	10	17	17q21.2	40276994	40307035	-			P51148	1027	22				RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2 CONCAT=2	Homo sapiens
P61020	C	canonical	  1.000	  1.000	61	 32.576	7	12	12q13.2	56367795	56388489	+			P51148	1027	22				RAB5B_HUMAN Ras-related protein Rab-5B OS=Homo sapiens GN=RAB5B PE=1 SV=1 CONCAT=2	Homo sapiens
Q9HBB8	C	canonical	  1.000	  1.000	86	 18.711	8	11	11p15.5	0	0	 			Q9HBB8	1028	7				CDHR5_HUMAN Cadherin-related family member 5 OS=Homo sapiens GN=CDHR5 PE=1 SV=3 CONCAT=11	Homo sapiens
P35268	C	canonical	  1.000	  1.000	6	  8.812	3	1	1p36.31	6245080	6259672	-			P35268	1029	7				RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2 CONCAT=2	Homo sapiens
P36969	C	canonical	  1.000	  1.000	5	  2.448	4	19	19p13.3	1103936	1106778	+			P36969	1030	17				GPX4_HUMAN Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=3 CONCAT=4	Homo sapiens
P13489	C	canonical	  1.000	  1.000	51	 11.096	19	11	11p15.5	494552	507221	-			P13489	1031	10				RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2 CONCAT=3	Homo sapiens
P08133	C	canonical	  1.000	  1.000	90	 12.016	27	5	5q33.1	150480666	150537443	-			P08133	1032	16				ANXA6_HUMAN Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3 CONCAT=2	Homo sapiens
