NX_A0A075B6J9	ENSP00000374845
NX_Q15046	ENSP00000454512
NX_Q15046	ENSP00000455488
NX_Q15046	ENSP00000455818
NX_Q15046	ENSP00000456185
NX_Q15046	ENSP00000456786
NX_Q15046	ENSP00000458028
NX_Q15046	ENSP00000462057
NX_Q15047	ENSP00000357959
NX_Q15047	ENSP00000357960
NX_Q15047	ENSP00000407831
NX_Q15047	ENSP00000409379
NX_Q15047	ENSP00000432348
NX_Q15047	ENSP00000435922
NX_Q15047	ENSP00000436148
NX_Q15048	ENSP00000434738
NX_Q15048	ENSP00000435985
NX_Q15048	ENSP00000436452
NX_Q15049	ENSP00000401385
NX_Q15051	ENSP00000417832
NX_Q15051	ENSP00000419168
NX_Q15051	ENSP00000419376
NX_Q15054	ENSP00000431239
NX_Q15054	ENSP00000432233
NX_Q15054	ENSP00000432969
NX_Q15054	ENSP00000436781
NX_Q15054	ENSP00000437231
NX_Q15057	ENSP00000405262
NX_Q15057	ENSP00000411336
NX_Q15057	ENSP00000412338
NX_Q15057	ENSP00000413388
NX_Q15057	ENSP00000484209
NX_Q15057	ENSP00000489156
NX_Q15059	ENSP00000360908
NX_Q15059	ENSP00000406749
NX_Q15061	ENSP00000296126
NX_Q15061	ENSP00000390363
NX_Q15061	ENSP00000415355
NX_Q15063	ENSP00000369073
NX_Q15067	ENSP00000458325
NX_Q15067	ENSP00000461486
NX_Q15067	ENSP00000466210
NX_Q15067	ENSP00000466921
NX_Q15067	ENSP00000468435
NX_Q15067	ENSP00000468651
NX_Q15070	ENSP00000387601
NX_Q15070	ENSP00000389240
NX_Q15070	ENSP00000396596
NX_Q15075	ENSP00000394312
NX_Q15075	ENSP00000446785
NX_Q15075	ENSP00000449682
NX_Q15077	ENSP00000440770
NX_Q15077	ENSP00000441079
NX_Q15077	ENSP00000442509
NX_Q15078	ENSP00000463654
NX_Q15078	ENSP00000464129
NX_Q15080	ENSP00000414958
NX_Q15080	ENSP00000483977
NX_Q15080	ENSP00000486446
NX_Q15080	ENSP00000486471
NX_Q15080	ENSP00000486744
NX_Q15084	ENSP00000389558
NX_Q15102	ENSP00000469352
NX_Q15102	ENSP00000470753
NX_Q15102	ENSP00000471933
NX_Q15102	ENSP00000472950
NX_Q15102	ENSP00000473065
NX_Q15109	ENSP00000364196
NX_Q15109	ENSP00000364206
NX_Q15109	ENSP00000364211
NX_Q15109	ENSP00000372762
NX_Q15109	ENSP00000372766
NX_Q15109	ENSP00000387853
NX_Q15109	ENSP00000388041
NX_Q15109	ENSP00000388462
NX_Q15109	ENSP00000391024
NX_Q15109	ENSP00000391743
NX_Q15109	ENSP00000391970
NX_Q15109	ENSP00000394516
NX_Q15109	ENSP00000395578
NX_Q15109	ENSP00000395812
NX_Q15109	ENSP00000397227
NX_Q15109	ENSP00000397350
NX_Q15109	ENSP00000397777
NX_Q15109	ENSP00000398466
NX_Q15109	ENSP00000399134
NX_Q15109	ENSP00000399686
NX_Q15109	ENSP00000400667
NX_Q15109	ENSP00000401068
NX_Q15109	ENSP00000401896
NX_Q15109	ENSP00000403322
NX_Q15109	ENSP00000407467
NX_Q15109	ENSP00000409457
NX_Q15109	ENSP00000410918
NX_Q15109	ENSP00000411203
NX_Q15109	ENSP00000411652
NX_Q15109	ENSP00000412576
NX_Q15109	ENSP00000413391
NX_Q15109	ENSP00000415144
NX_Q15109	ENSP00000415780
NX_Q15109	ENSP00000416042
NX_Q15109	ENSP00000445389
NX_Q15109	ENSP00000446495
NX_Q15109	ENSP00000446533
NX_Q15109	ENSP00000446582
NX_Q15109	ENSP00000446660
NX_Q15109	ENSP00000446682
NX_Q15109	ENSP00000446692
NX_Q15109	ENSP00000446835
NX_Q15109	ENSP00000447095
NX_Q15109	ENSP00000447301
NX_Q15109	ENSP00000447531
NX_Q15109	ENSP00000448028
NX_Q15109	ENSP00000448142
NX_Q15109	ENSP00000448234
NX_Q15109	ENSP00000448287
NX_Q15109	ENSP00000448486
NX_Q15109	ENSP00000448525
NX_Q15109	ENSP00000448579
NX_Q15109	ENSP00000448979
NX_Q15109	ENSP00000449037
NX_Q15109	ENSP00000449040
NX_Q15109	ENSP00000449042
NX_Q15109	ENSP00000449091
NX_Q15109	ENSP00000449100
NX_Q15109	ENSP00000449143
NX_Q15109	ENSP00000449226
NX_Q15109	ENSP00000449368
NX_Q15109	ENSP00000449506
NX_Q15109	ENSP00000449676
NX_Q15109	ENSP00000449708
NX_Q15109	ENSP00000449731
NX_Q15109	ENSP00000449754
NX_Q15109	ENSP00000449769
NX_Q15109	ENSP00000449931
NX_Q15109	ENSP00000449997
NX_Q15109	ENSP00000450134
NX_Q15109	ENSP00000450205
NX_Q15109	ENSP00000484081
NX_Q15111	ENSP00000457588
NX_Q15116	ENSP00000340808
NX_Q15116	ENSP00000390296
NX_Q15116	ENSP00000480684
NX_Q15116	ENSP00000486779
NX_Q15116	ENSP00000487175
NX_Q15118	ENSP00000388366
NX_Q15118	ENSP00000399160
NX_Q15118	ENSP00000399558
NX_Q15118	ENSP00000406608
NX_Q15118	ENSP00000413629
NX_Q15119	ENSP00000421178
NX_Q15119	ENSP00000423310
NX_Q15119	ENSP00000425265
NX_Q15119	ENSP00000425615
NX_Q15119	ENSP00000427682
NX_Q15121	ENSP00000357056
NX_Q15124	ENSP00000394864
NX_Q15125	ENSP00000390031
NX_Q15125	ENSP00000405832
NX_Q15131	ENSP00000421597
NX_Q15131	ENSP00000423370
NX_Q15131	ENSP00000426102
NX_Q15131	ENSP00000426264
NX_Q15131	ENSP00000456788
NX_Q15131	ENSP00000457055
NX_Q15131	ENSP00000486594
NX_Q15139	ENSP00000390535
NX_Q15139	ENSP00000446866
NX_Q15139	ENSP00000447333
NX_Q15139	ENSP00000447723
NX_Q15147	ENSP00000385805
NX_Q15147	ENSP00000391614
NX_Q15147	ENSP00000395753
NX_Q15147	ENSP00000412982
NX_Q15149	ENSP00000433557
NX_Q15149	ENSP00000433982
NX_Q15149	ENSP00000434490
NX_Q15149	ENSP00000436702
NX_Q15149	ENSP00000437303
NX_Q15154	ENSP00000328332
NX_Q15154	ENSP00000428131
NX_Q15154	ENSP00000429054
NX_Q15154	ENSP00000429941
NX_Q15154	ENSP00000430521
NX_Q15154	ENSP00000431099
NX_Q15155	ENSP00000457581
NX_Q15155	ENSP00000479933
NX_Q15155	ENSP00000480539
NX_Q15155	ENSP00000482008
NX_Q15155	ENSP00000483204
NX_Q15155	ENSP00000483827
NX_Q15155	ENSP00000487843
NX_Q15165	ENSP00000405211
NX_Q15165	ENSP00000414515
NX_Q15165	ENSP00000487703
NX_Q15165	ENSP00000487898
NX_Q15165	ENSP00000488462
NX_Q15165	ENSP00000488550
NX_Q15165	ENSP00000488822
NX_Q15165	ENSP00000488826
NX_Q15165	ENSP00000488874
NX_Q15166	ENSP00000390253
NX_Q15166	ENSP00000391072
NX_Q15166	ENSP00000393174
NX_Q15166	ENSP00000403850
NX_Q15166	ENSP00000413276
NX_Q15173	ENSP00000436136
NX_Q15173	ENSP00000437088
NX_Q15181	ENSP00000362327
NX_Q15181	ENSP00000486162
NX_Q15185	ENSP00000389090
NX_Q15185	ENSP00000482075
NX_Q15233	ENSP00000406673
NX_Q15233	ENSP00000409773
NX_Q15233	ENSP00000410299
NX_Q15233	ENSP00000413350
NX_Q15233	ENSP00000415777
NX_Q15238	ENSP00000385250
NX_Q15238	ENSP00000386053
NX_Q15238	ENSP00000471866
NX_Q15256	ENSP00000448049
NX_Q15256	ENSP00000449616
NX_Q15257	ENSP00000335200
NX_Q15257	ENSP00000337412
NX_Q15257	ENSP00000387726
NX_Q15257	ENSP00000389312
NX_Q15257	ENSP00000393092
NX_Q15257	ENSP00000393196
NX_Q15257	ENSP00000393796
NX_Q15257	ENSP00000394001
NX_Q15257	ENSP00000394338
NX_Q15257	ENSP00000395499
NX_Q15257	ENSP00000396660
NX_Q15257	ENSP00000399069
NX_Q15257	ENSP00000400314
NX_Q15257	ENSP00000403542
NX_Q15257	ENSP00000405100
NX_Q15257	ENSP00000406997
NX_Q15257	ENSP00000408316
NX_Q15257	ENSP00000408726
NX_Q15257	ENSP00000411604
NX_Q15257	ENSP00000416522
NX_Q15257	ENSP00000416661
NX_Q15262	ENSP00000357190
NX_Q15262	ENSP00000357193
NX_Q15262	ENSP00000376243
NX_Q15262	ENSP00000406825
NX_Q15262	ENSP00000408180
NX_Q15262	ENSP00000432960
NX_Q15262	ENSP00000434058
NX_Q15262	ENSP00000434116
NX_Q15262	ENSP00000437299
NX_Q15262	ENSP00000477791
NX_Q15262	ENSP00000482183
NX_Q15262	ENSP00000483766
NX_Q15262	ENSP00000484742
NX_Q15262	ENSP00000485812
NX_Q15262	ENSP00000485893
NX_Q15262	ENSP00000486036
NX_Q15262	ENSP00000486442
NX_Q15262	ENSP00000486448
NX_Q15262	ENSP00000487005
NX_Q15262	ENSP00000487066
NX_Q15262	ENSP00000487445
NX_Q15262	ENSP00000487578
NX_Q15269	ENSP00000411749
NX_Q15274	ENSP00000455183
NX_Q15276	ENSP00000459550
NX_Q15276	ENSP00000460980
NX_Q15276	ENSP00000466981
NX_Q15276	ENSP00000482983
NX_Q15283	ENSP00000391677
NX_Q15283	ENSP00000424293
NX_Q15286	ENSP00000442555
NX_Q15286	ENSP00000443994
NX_Q15287	ENSP00000454461
NX_Q15287	ENSP00000454513
NX_Q15287	ENSP00000454867
NX_Q15287	ENSP00000455013
NX_Q15287	ENSP00000455195
NX_Q15287	ENSP00000455306
NX_Q15287	ENSP00000455379
NX_Q15287	ENSP00000456283
NX_Q15287	ENSP00000457110
NX_Q15287	ENSP00000457296
NX_Q15287	ENSP00000457338
NX_Q15287	ENSP00000457378
NX_Q15287	ENSP00000457618
NX_Q15287	ENSP00000457690
NX_Q15287	ENSP00000457987
NX_Q15293	ENSP00000433237
NX_Q15293	ENSP00000433249
NX_Q15293	ENSP00000436427
NX_Q15293	ENSP00000436482
NX_Q15303	ENSP00000260943
NX_Q15303	ENSP00000385565
NX_Q15303	ENSP00000405564
NX_Q15306	ENSP00000436094
NX_Q15311	ENSP00000411556
NX_Q15311	ENSP00000462549
NX_Q15311	ENSP00000463693
NX_Q15323	ENSP00000460739
NX_Q15326	ENSP00000309992
NX_Q15326	ENSP00000370996
NX_Q15326	ENSP00000371017
NX_Q15326	ENSP00000381046
NX_Q15326	ENSP00000385484
NX_Q15326	ENSP00000386010
NX_Q15326	ENSP00000397072
NX_Q15326	ENSP00000487386
NX_Q15329	ENSP00000256117
NX_Q15329	ENSP00000428606
NX_Q15329	ENSP00000429669
NX_Q15329	ENSP00000430461
NX_Q15334	ENSP00000480006
NX_Q15345	ENSP00000477909
NX_Q15345	ENSP00000478135
NX_Q15345	ENSP00000483633
NX_Q15345	ENSP00000484558
NX_Q15345	ENSP00000484752
NX_Q15349	ENSP00000386050
NX_Q15349	ENSP00000422197
NX_Q15349	ENSP00000422435
NX_Q15349	ENSP00000422484
NX_Q15349	ENSP00000423114
NX_Q15349	ENSP00000425148
NX_Q15349	ENSP00000425458
NX_Q15349	ENSP00000427605
NX_Q15361	ENSP00000481441
NX_Q15363	ENSP00000405845
NX_Q15363	ENSP00000441161
NX_Q15366	ENSP00000446601
NX_Q15366	ENSP00000447068
NX_Q15366	ENSP00000447670
NX_Q15366	ENSP00000448079
NX_Q15366	ENSP00000448672
NX_Q15366	ENSP00000448847
NX_Q15366	ENSP00000454797
NX_Q15366	ENSP00000456412
NX_Q15366	ENSP00000456795
NX_Q15366	ENSP00000456842
NX_Q15369	ENSP00000429789
NX_Q15369	ENSP00000473408
NX_Q15370	ENSP00000387189
NX_Q15370	ENSP00000458213
NX_Q15370	ENSP00000458443
NX_Q15382	ENSP00000417212
NX_Q15382	ENSP00000417802
NX_Q15382	ENSP00000418161
NX_Q15382	ENSP00000420726
NX_Q15386	ENSP00000397432
NX_Q15389	ENSP00000428908
NX_Q15389	ENSP00000429349
NX_Q15389	ENSP00000430750
NX_Q15390	ENSP00000429253
NX_Q15390	ENSP00000429450
NX_Q15390	ENSP00000430621
NX_Q15390	ENSP00000436928
NX_Q15391	ENSP00000418065
NX_Q15392	ENSP00000416585
NX_Q15392	ENSP00000440191
NX_Q15393	ENSP00000454308
NX_Q15393	ENSP00000461236
NX_Q15393	ENSP00000461342
NX_Q15393	ENSP00000463253
NX_Q15393	ENSP00000463359
NX_Q15393	ENSP00000464126
NX_Q15397	ENSP00000474467
NX_Q15398	ENSP00000451747
NX_Q15398	ENSP00000452168
NX_Q15399	ENSP00000421856
NX_Q15399	ENSP00000423017
NX_Q15399	ENSP00000423725
NX_Q15399	ENSP00000424894
NX_Q15406	ENSP00000420587
NX_Q15413	ENSP00000373884
NX_Q15413	ENSP00000483166
NX_Q15413	ENSP00000489294
NX_Q15413	ENSP00000489346
NX_Q15413	ENSP00000489529
NX_Q15413	ENSP00000489672
NX_Q15413	ENSP00000489832
NX_Q15413	ENSP00000489937
NX_Q15413	ENSP00000490033
NX_Q15413	ENSP00000490438
NX_Q15413	ENSP00000490632
NX_Q15415	ENSP00000406005
NX_Q15417	ENSP00000401452
NX_Q15418	ENSP00000355831
NX_Q15418	ENSP00000363278
NX_Q15418	ENSP00000363281
NX_Q15418	ENSP00000383967
NX_Q15418	ENSP00000403548
NX_Q15418	ENSP00000433039
NX_Q15418	ENSP00000434616
NX_Q15418	ENSP00000436990
NX_Q15418	ENSP00000485797
NX_Q15418	ENSP00000486031
NX_Q15418	ENSP00000486119
NX_Q15418	ENSP00000486179
NX_Q15418	ENSP00000486849
NX_Q15418	ENSP00000486881
NX_Q15418	ENSP00000487154
NX_Q15418	ENSP00000487166
NX_Q15418	ENSP00000487207
NX_Q15418	ENSP00000487239
NX_Q15418	ENSP00000487349
NX_Q15418	ENSP00000487553
NX_Q15424	ENSP00000464758
NX_Q15424	ENSP00000468543
NX_Q15427	ENSP00000391114
NX_Q15428	ENSP00000466634
NX_Q15431	ENSP00000410011
NX_Q15431	ENSP00000482532
NX_Q15434	ENSP00000443486
NX_Q15434	ENSP00000447426
NX_Q15434	ENSP00000447699
NX_Q15434	ENSP00000449678
NX_Q15434	ENSP00000450127
NX_Q15435	ENSP00000385498
NX_Q15435	ENSP00000392373
NX_Q15435	ENSP00000396376
NX_Q15435	ENSP00000397985
NX_Q15435	ENSP00000409719
NX_Q15435	ENSP00000412092
NX_Q15435	ENSP00000413360
NX_Q15436	ENSP00000447489
NX_Q15436	ENSP00000450819
NX_Q15436	ENSP00000451230
NX_Q15436	ENSP00000451924
NX_Q15436	ENSP00000451999
NX_Q15436	ENSP00000452390
NX_Q15436	ENSP00000452575
NX_Q15436	ENSP00000486142
NX_Q15437	ENSP00000403971
NX_Q15437	ENSP00000409882
NX_Q15438	ENSP00000465252
NX_Q15438	ENSP00000465530
NX_Q15438	ENSP00000465945
NX_Q15438	ENSP00000466949
NX_Q15438	ENSP00000467052
NX_Q15438	ENSP00000468433
NX_Q15459	ENSP00000397267
NX_Q15459	ENSP00000400862
NX_Q15459	ENSP00000412715
NX_Q15465	ENSP00000396621
NX_Q15465	ENSP00000410546
NX_Q15465	ENSP00000413871
NX_Q15468	ENSP00000337367
NX_Q15468	ENSP00000379523
NX_Q15468	ENSP00000409087
NX_Q15468	ENSP00000411664
NX_Q15468	ENSP00000412019
NX_Q15475	ENSP00000452700
NX_Q15477	ENSP00000372827
NX_Q15477	ENSP00000394400
NX_Q15477	ENSP00000399530
NX_Q15477	ENSP00000400626
NX_Q15477	ENSP00000412310
NX_Q15477	ENSP00000417586
NX_Q15477	ENSP00000419905
NX_Q15477	ENSP00000420332
NX_Q15477	ENSP00000420470
NX_Q15477	ENSP00000485707
NX_Q15477	ENSP00000486288
NX_Q15477	ENSP00000486387
NX_Q15477	ENSP00000486559
NX_Q15477	ENSP00000486630
NX_Q15477	ENSP00000486656
NX_Q15517	ENSP00000259726
NX_Q15517	ENSP00000388386
NX_Q15517	ENSP00000392863
NX_Q15517	ENSP00000399604
NX_Q15526	ENSP00000482067
NX_Q15526	ENSP00000486289
NX_Q15526	ENSP00000487158
NX_Q15528	ENSP00000361067
NX_Q15528	ENSP00000394781
NX_Q15528	ENSP00000404178
NX_Q15528	ENSP00000420815
NX_Q15528	ENSP00000485703
NX_Q15528	ENSP00000485715
NX_Q15528	ENSP00000485880
NX_Q15528	ENSP00000486136
NX_Q15528	ENSP00000486722
NX_Q15528	ENSP00000487129
NX_Q15528	ENSP00000487276
NX_Q15528	ENSP00000487580
NX_Q15532	ENSP00000269138
NX_Q15532	ENSP00000438066
NX_Q15532	ENSP00000441760
NX_Q15532	ENSP00000462104
NX_Q15532	ENSP00000462363
NX_Q15532	ENSP00000462766
NX_Q15532	ENSP00000462838
NX_Q15532	ENSP00000463586
NX_Q15532	ENSP00000463802
NX_Q15532	ENSP00000463928
NX_Q15532	ENSP00000463933
NX_Q15532	ENSP00000463943
NX_Q15532	ENSP00000464049
NX_Q15532	ENSP00000464556
NX_Q15532	ENSP00000464609
NX_Q15532	ENSP00000464664
NX_Q15532	ENSP00000464673
NX_Q15545	ENSP00000485510
NX_Q15546	ENSP00000459202
NX_Q15554	ENSP00000456022
NX_Q15554	ENSP00000456062
NX_Q15554	ENSP00000457094
NX_Q15554	ENSP00000462523
NX_Q15554	ENSP00000462726
NX_Q15554	ENSP00000463079
NX_Q15554	ENSP00000475507
NX_Q15554	ENSP00000476905
NX_Q15555	ENSP00000465939
NX_Q15555	ENSP00000466871
NX_Q15555	ENSP00000468216
NX_Q15555	ENSP00000468904
NX_Q15560	ENSP00000339432
NX_Q15560	ENSP00000378493
NX_Q15560	ENSP00000391807
NX_Q15560	ENSP00000407085
NX_Q15560	ENSP00000416026
NX_Q15561	ENSP00000351184
NX_Q15561	ENSP00000411475
NX_Q15561	ENSP00000438453
NX_Q15561	ENSP00000438960
NX_Q15561	ENSP00000441959
NX_Q15561	ENSP00000444528
NX_Q15562	ENSP00000471743
NX_Q15562	ENSP00000472397
NX_Q15572	ENSP00000454494
NX_Q15572	ENSP00000454854
NX_Q15572	ENSP00000456011
NX_Q15572	ENSP00000456101
NX_Q15572	ENSP00000456133
NX_Q15572	ENSP00000457281
NX_Q15572	ENSP00000457883
NX_Q15573	ENSP00000375755
NX_Q15582	ENSP00000421440
NX_Q15582	ENSP00000421540
NX_Q15582	ENSP00000423871
NX_Q15582	ENSP00000423935
NX_Q15582	ENSP00000426589
NX_Q15582	ENSP00000427137
NX_Q15582	ENSP00000474155
NX_Q15583	ENSP00000446838
NX_Q15583	ENSP00000446944
NX_Q15583	ENSP00000448121
NX_Q15583	ENSP00000448934
NX_Q15583	ENSP00000449287
NX_Q15583	ENSP00000449531
NX_Q15583	ENSP00000449580
NX_Q15583	ENSP00000449722
NX_Q15583	ENSP00000449973
NX_Q15583	ENSP00000462285
NX_Q15596	ENSP00000429132
NX_Q15596	ENSP00000430148
NX_Q15596	ENSP00000430348
NX_Q15596	ENSP00000430850
NX_Q15599	ENSP00000454361
NX_Q15599	ENSP00000454690
NX_Q15599	ENSP00000455909
NX_Q15599	ENSP00000457755
NX_Q155Q3	ENSP00000479434
NX_Q15629	ENSP00000428025
NX_Q15629	ENSP00000428052
NX_Q15631	ENSP00000387263
NX_Q15631	ENSP00000399735
NX_Q15631	ENSP00000487702
NX_Q15631	ENSP00000487808
NX_Q15631	ENSP00000487833
NX_Q15631	ENSP00000488237
NX_Q15633	ENSP00000447262
NX_Q15633	ENSP00000447767
NX_Q15633	ENSP00000447993
NX_Q15633	ENSP00000448199
NX_Q15633	ENSP00000448943
NX_Q15633	ENSP00000448948
NX_Q15633	ENSP00000449537
NX_Q15633	ENSP00000450320
NX_Q15633	ENSP00000458011
NX_Q15637	ENSP00000388470
NX_Q15637	ENSP00000391198
NX_Q15637	ENSP00000395927
NX_Q15637	ENSP00000406354
NX_Q15637	ENSP00000407962
NX_Q15637	ENSP00000419062
NX_Q15637	ENSP00000486693
NX_Q15642	ENSP00000469360
NX_Q15642	ENSP00000471056
NX_Q15642	ENSP00000471203
NX_Q15642	ENSP00000472580
NX_Q15643	ENSP00000451032
NX_Q15643	ENSP00000451607
NX_Q15643	ENSP00000451944
NX_Q15645	ENSP00000427528
NX_Q15646	ENSP00000444127
NX_Q15648	ENSP00000462441
NX_Q15648	ENSP00000463307
NX_Q15649	ENSP00000478067
NX_Q15649	ENSP00000478183
NX_Q15649	ENSP00000481499
NX_Q15649	ENSP00000481504
NX_Q15649	ENSP00000481522
NX_Q15649	ENSP00000481843
NX_Q15649	ENSP00000482153
NX_Q15649	ENSP00000483088
NX_Q15649	ENSP00000484178
NX_Q15649	ENSP00000487661
NX_Q15649	ENSP00000487918
NX_Q15649	ENSP00000488252
NX_Q15649	ENSP00000488528
NX_Q15649	ENSP00000488910
NX_Q15650	ENSP00000452675
NX_Q15650	ENSP00000452764
NX_Q15650	ENSP00000453106
NX_Q15650	ENSP00000453276
NX_Q15650	ENSP00000454558
NX_Q15651	ENSP00000482613
NX_Q15652	ENSP00000335929
NX_Q15653	ENSP00000375929
NX_Q15653	ENSP00000438598
NX_Q15653	ENSP00000458685
NX_Q15653	ENSP00000461617
NX_Q15653	ENSP00000489042
NX_Q15653	ENSP00000489085
NX_Q15653	ENSP00000489138
NX_Q15653	ENSP00000489145
NX_Q15653	ENSP00000489191
NX_Q15653	ENSP00000489318
NX_Q15654	ENSP00000389194
NX_Q15654	ENSP00000486847
NX_Q15661	ENSP00000456821
NX_Q15669	ENSP00000420866
NX_Q15669	ENSP00000422241
NX_Q15669	ENSP00000423384
NX_Q15669	ENSP00000426439
NX_Q15672	ENSP00000346582
NX_Q15672	ENSP00000416986
NX_Q15678	ENSP00000443330
NX_Q15696	ENSP00000369664
NX_Q15697	ENSP00000459681
NX_Q15700	ENSP00000381344
NX_Q15700	ENSP00000381346
NX_Q15700	ENSP00000381349
NX_Q15700	ENSP00000385113
NX_Q15700	ENSP00000391017
NX_Q15700	ENSP00000403239
NX_Q15700	ENSP00000409133
NX_Q15700	ENSP00000432894
NX_Q15700	ENSP00000433848
NX_Q15700	ENSP00000434095
NX_Q15700	ENSP00000434346
NX_Q15700	ENSP00000435809
NX_Q15700	ENSP00000436020
NX_Q15700	ENSP00000436302
NX_Q15714	ENSP00000417476
NX_Q15714	ENSP00000418739
NX_Q15714	ENSP00000419864
NX_Q15714	ENSP00000481585
NX_Q15714	ENSP00000483407
NX_Q15717	ENSP00000470727
NX_Q15717	ENSP00000471011
NX_Q15722	ENSP00000450457
NX_Q15722	ENSP00000451929
NX_Q15723	ENSP00000397796
NX_Q15723	ENSP00000421278
NX_Q15723	ENSP00000426087
NX_Q15726	ENSP00000485957
NX_Q15735	ENSP00000384540
NX_Q15735	ENSP00000385264
NX_Q15735	ENSP00000385343
NX_Q15735	ENSP00000401124
NX_Q15735	ENSP00000406570
NX_Q15735	ENSP00000479645
NX_Q15738	ENSP00000396266
NX_Q15743	ENSP00000432740
NX_Q15746	ENSP00000422984
NX_Q15751	ENSP00000452654
NX_Q15751	ENSP00000452671
NX_Q15751	ENSP00000452969
NX_Q15751	ENSP00000453010
NX_Q15751	ENSP00000453086
NX_Q15751	ENSP00000453196
NX_Q15751	ENSP00000453603
NX_Q15751	ENSP00000453937
NX_Q15758	ENSP00000468890
NX_Q15758	ENSP00000471626
NX_Q15759	ENSP00000409136
NX_Q15760	ENSP00000441963
NX_Q15762	ENSP00000462453
NX_Q15762	ENSP00000463152
NX_Q15762	ENSP00000463335
NX_Q15762	ENSP00000463927
NX_Q15762	ENSP00000464084
NX_Q15762	ENSP00000464334
NX_Q15771	ENSP00000432193
NX_Q15771	ENSP00000432336
NX_Q15771	ENSP00000433243
NX_Q15771	ENSP00000433832
NX_Q15771	ENSP00000434106
NX_Q15771	ENSP00000434528
NX_Q15771	ENSP00000434953
NX_Q15771	ENSP00000435542
NX_Q15771	ENSP00000436282
NX_Q15771	ENSP00000436587
NX_Q15771	ENSP00000437235
NX_Q15772	ENSP00000383902
NX_Q15772	ENSP00000387344
NX_Q15772	ENSP00000390353
NX_Q15772	ENSP00000393134
NX_Q15772	ENSP00000397514
NX_Q15772	ENSP00000406530
NX_Q15772	ENSP00000410986
NX_Q15772	ENSP00000414549
NX_Q15772	ENSP00000479190
NX_Q15773	ENSP00000439789
NX_Q15773	ENSP00000442444
NX_Q15773	ENSP00000443829
NX_Q15777	ENSP00000431805
NX_Q15777	ENSP00000432469
NX_Q15782	ENSP00000431968
NX_Q15782	ENSP00000431978
NX_Q15782	ENSP00000433176
NX_Q15782	ENSP00000435250
NX_Q15782	ENSP00000435935
NX_Q15782	ENSP00000436006
NX_Q15782	ENSP00000436077
NX_Q15782	ENSP00000436272
NX_Q15782	ENSP00000436380
NX_Q15788	ENSP00000385195
NX_Q15796	ENSP00000465355
NX_Q15796	ENSP00000465971
NX_Q15796	ENSP00000466254
NX_Q15796	ENSP00000467075
NX_Q15796	ENSP00000468202
NX_Q15796	ENSP00000468732
NX_Q15797	ENSP00000421601
NX_Q15797	ENSP00000422706
NX_Q15797	ENSP00000424649
NX_Q15797	ENSP00000424959
NX_Q15797	ENSP00000425270
NX_Q15797	ENSP00000427002
NX_Q15800	ENSP00000423633
NX_Q15800	ENSP00000425112
NX_Q15800	ENSP00000425241
NX_Q15811	ENSP00000369294
NX_Q15811	ENSP00000370683
NX_Q15811	ENSP00000370684
NX_Q15811	ENSP00000370685
NX_Q15811	ENSP00000382292
NX_Q15811	ENSP00000396054
NX_Q15811	ENSP00000400079
NX_Q15811	ENSP00000407132
NX_Q15811	ENSP00000408319
NX_Q15811	ENSP00000409800
NX_Q15811	ENSP00000411464
NX_Q15811	ENSP00000413290
NX_Q15811	ENSP00000415302
NX_Q15813	ENSP00000488933
NX_Q15813	ENSP00000489110
NX_Q15813	ENSP00000489157
NX_Q15819	ENSP00000428818
NX_Q15819	ENSP00000429419
NX_Q15819	ENSP00000429886
NX_Q15819	ENSP00000430019
NX_Q15819	ENSP00000430491
NX_Q15819	ENSP00000430741
NX_Q15822	ENSP00000429616
NX_Q15822	ENSP00000429953
NX_Q15822	ENSP00000430422
NX_Q15822	ENSP00000430612
NX_Q15822	ENSP00000430856
NX_Q15822	ENSP00000430994
NX_Q15822	ENSP00000490690
NX_Q15825	ENSP00000434659
NX_Q15831	ENSP00000466610
NX_Q15831	ENSP00000467240
NX_Q15831	ENSP00000467912
NX_Q15831	ENSP00000477641
NX_Q15831	ENSP00000490268
NX_Q15833	ENSP00000470313
NX_Q15833	ENSP00000471161
NX_Q15833	ENSP00000471327
NX_Q15833	ENSP00000471585
NX_Q15833	ENSP00000471737
NX_Q15833	ENSP00000473040
NX_Q15833	ENSP00000473406
NX_Q15833	ENSP00000478797
NX_Q15836	ENSP00000465820
NX_Q15842	ENSP00000440012
NX_Q15843	ENSP00000380040
NX_Q15843	ENSP00000448192
NX_Q15846	ENSP00000473520
NX_Q15846	ENSP00000473543
NX_Q15847	ENSP00000394643
NX_Q15849	ENSP00000320689
NX_Q15853	ENSP00000469364
NX_Q15853	ENSP00000469585
NX_Q15853	ENSP00000470081
NX_Q15853	ENSP00000470277
NX_Q15853	ENSP00000471511
NX_Q15853	ENSP00000471775
NX_Q15853	ENSP00000477020
NX_Q15858	ENSP00000393141
NX_Q15858	ENSP00000413212
NX_Q15878	ENSP00000350183
NX_Q15878	ENSP00000353222
NX_Q15878	ENSP00000432038
NX_Q15884	ENSP00000366422
NX_Q15904	ENSP00000392375
NX_Q15904	ENSP00000396643
NX_Q15904	ENSP00000398511
NX_Q15904	ENSP00000408317
NX_Q15904	ENSP00000408470
NX_Q15904	ENSP00000411209
NX_Q15904	ENSP00000482243
NX_Q15907	ENSP00000472473
NX_Q15907	ENSP00000473042
NX_Q15910	ENSP00000417377
NX_Q15910	ENSP00000417704
