NX_A0A075B6J9	ENST00000390310
NX_Q6BDS2	ENST00000452449
NX_Q6DD87	ENST00000586787
NX_Q6DD87	ENST00000587279
NX_Q6DD87	ENST00000610935
NX_Q6DD88	ENST00000538786
NX_Q6DD88	ENST00000540699
NX_Q6DHV5	ENST00000423344
NX_Q6DHV5	ENST00000424464
NX_Q6DHV5	ENST00000475252
NX_Q6DHV5	ENST00000602648
NX_Q6DHV5	ENST00000618242
NX_Q6DHV5	ENST00000636965
NX_Q6DHV7	ENST00000563551
NX_Q6DHV7	ENST00000566154
NX_Q6DHY5	ENST00000617387
NX_Q6DKI1	ENST00000602561
NX_Q6DKI2	ENST00000577691
NX_Q6DKI2	ENST00000578563
NX_Q6DKI2	ENST00000579773
NX_Q6DKI2	ENST00000580674
NX_Q6DKI2	ENST00000581545
NX_Q6DKI2	ENST00000582333
NX_Q6DKI2	ENST00000583322
NX_Q6DKI2	ENST00000584941
NX_Q6DKJ4	ENST00000537628
NX_Q6DKJ4	ENST00000571684
NX_Q6DKK2	ENST00000466729
NX_Q6DKK2	ENST00000470399
NX_Q6DKK2	ENST00000470649
NX_Q6DKK2	ENST00000475723
NX_Q6DKK2	ENST00000578103
NX_Q6DN12	ENST00000543482
NX_Q6DN14	ENST00000503301
NX_Q6DN14	ENST00000505465
NX_Q6DN14	ENST00000506568
NX_Q6DN14	ENST00000507214
NX_Q6DN14	ENST00000508509
NX_Q6DN14	ENST00000510732
NX_Q6DN14	ENST00000512425
NX_Q6DN14	ENST00000514780
NX_Q6DN72	ENST00000536257
NX_Q6DN90	ENST00000613206
NX_Q6DN90	ENST00000618604
NX_Q6DWJ6	ENST00000326571
NX_Q6E0U4	ENST00000392206
NX_Q6E0U4	ENST00000450261
NX_Q6E0U4	ENST00000458071
NX_Q6E0U4	ENST00000460327
NX_Q6E0U4	ENST00000461300
NX_Q6E0U4	ENST00000462538
NX_Q6E0U4	ENST00000464894
NX_Q6E0U4	ENST00000470746
NX_Q6E0U4	ENST00000474928
NX_Q6E0U4	ENST00000476246
NX_Q6E0U4	ENST00000480502
NX_Q6E0U4	ENST00000480507
NX_Q6E0U4	ENST00000488762
NX_Q6E0U4	ENST00000488892
NX_Q6E0U4	ENST00000490622
NX_Q6E0U4	ENST00000493517
NX_Q6E0U4	ENST00000498593
NX_Q6E0U4	ENST00000593342
NX_Q6E0U4	ENST00000595571
NX_Q6E0U4	ENST00000601650
NX_Q6E0U4	ENST00000602679
NX_Q6E213	ENST00000440401
NX_Q6ECI4	ENST00000594953
NX_Q6ECI4	ENST00000601902
NX_Q6EEV4	ENST00000494490
NX_Q6EKJ0	ENST00000614064
NX_Q6EKJ0	ENST00000619142
NX_Q6EKJ0	ENST00000629105
NX_Q6EMB2	ENST00000554510
NX_Q6EMB2	ENST00000555018
NX_Q6EMB2	ENST00000556977
NX_Q6EMB2	ENST00000557636
NX_Q6EMK4	ENST00000622615
NX_Q6F5E8	ENST00000602368
NX_Q6F5E8	ENST00000602563
NX_Q6FHJ7	ENST00000447200
NX_Q6FI81	ENST00000563341
NX_Q6FI81	ENST00000565786
NX_Q6FI81	ENST00000565961
NX_Q6FI81	ENST00000567751
NX_Q6FI81	ENST00000568940
NX_Q6FI81	ENST00000569370
NX_Q6FI81	ENST00000569979
NX_Q6FI81	ENST00000570000
NX_Q6FIF0	ENST00000558272
NX_Q6FIF0	ENST00000558390
NX_Q6FIF0	ENST00000558688
NX_Q6FIF0	ENST00000558724
NX_Q6FIF0	ENST00000558997
NX_Q6FIF0	ENST00000560228
NX_Q6FIF0	ENST00000560392
NX_Q6FIF0	ENST00000560470
NX_Q6FIF0	ENST00000560976
NX_Q6FIF0	ENST00000561012
NX_Q6FIF0	ENST00000564367
NX_Q6GMV2	ENST00000258100
NX_Q6GMV2	ENST00000413491
NX_Q6GMV2	ENST00000443900
NX_Q6GMV2	ENST00000629411
NX_Q6GPH4	ENST00000571135
NX_Q6GPH4	ENST00000571217
NX_Q6GPH4	ENST00000572546
NX_Q6GPH4	ENST00000574394
NX_Q6GPH4	ENST00000574907
NX_Q6GPH4	ENST00000575147
NX_Q6GPH4	ENST00000575369
NX_Q6GPH4	ENST00000576724
NX_Q6GPH6	ENST00000420176
NX_Q6GPI1	ENST00000562106
NX_Q6GPI1	ENST00000562387
NX_Q6GPI1	ENST00000567767
NX_Q6GQQ9	ENST00000417191
NX_Q6GTX8	ENST00000313038
NX_Q6GTX8	ENST00000391741
NX_Q6GTX8	ENST00000391742
NX_Q6GTX8	ENST00000391743
NX_Q6GTX8	ENST00000418556
NX_Q6GTX8	ENST00000420483
NX_Q6GTX8	ENST00000434277
NX_Q6GTX8	ENST00000436513
NX_Q6GTX8	ENST00000438193
NX_Q6GTX8	ENST00000610549
NX_Q6GTX8	ENST00000611304
NX_Q6GTX8	ENST00000612909
NX_Q6GTX8	ENST00000613311
NX_Q6GTX8	ENST00000614880
NX_Q6GTX8	ENST00000614937
NX_Q6GTX8	ENST00000614946
NX_Q6GTX8	ENST00000616413
NX_Q6GTX8	ENST00000616612
NX_Q6GTX8	ENST00000616724
NX_Q6GTX8	ENST00000617029
NX_Q6GTX8	ENST00000617129
NX_Q6GTX8	ENST00000617370
NX_Q6GTX8	ENST00000617386
NX_Q6GTX8	ENST00000618291
NX_Q6GTX8	ENST00000618434
NX_Q6GTX8	ENST00000618524
NX_Q6GTX8	ENST00000619717
NX_Q6GTX8	ENST00000619817
NX_Q6GTX8	ENST00000620077
NX_Q6GTX8	ENST00000620357
NX_Q6GTX8	ENST00000620726
NX_Q6GTX8	ENST00000621291
NX_Q6GTX8	ENST00000621769
NX_Q6GTX8	ENST00000622064
NX_Q6GTX8	ENST00000622097
NX_Q6GV28	ENST00000528595
NX_Q6GYQ0	ENST00000554259
NX_Q6GYQ0	ENST00000554573
NX_Q6GYQ0	ENST00000637992
NX_Q6H3X3	ENST00000479265
NX_Q6H8Q1	ENST00000510277
NX_Q6H8Q1	ENST00000545242
NX_Q6H9L7	ENST00000471734
NX_Q6H9L7	ENST00000480979
NX_Q6H9L7	ENST00000554801
NX_Q6I9Y2	ENST00000464327
NX_Q6I9Y2	ENST00000469153
NX_Q6I9Y2	ENST00000469584
NX_Q6IA17	ENST00000526395
NX_Q6IA17	ENST00000528058
NX_Q6IA17	ENST00000528209
NX_Q6IA17	ENST00000528845
NX_Q6IA17	ENST00000530494
NX_Q6IA69	ENST00000525593
NX_Q6IA69	ENST00000527852
NX_Q6IA69	ENST00000527963
NX_Q6IA69	ENST00000528509
NX_Q6IA69	ENST00000529120
NX_Q6IA69	ENST00000529840
NX_Q6IA69	ENST00000530055
NX_Q6IA86	ENST00000540766
NX_Q6IA86	ENST00000540799
NX_Q6IA86	ENST00000542430
NX_Q6IA86	ENST00000543127
NX_Q6IA86	ENST00000544267
NX_Q6IA86	ENST00000545632
NX_Q6IAA8	ENST00000535107
NX_Q6IAA8	ENST00000535872
NX_Q6IAA8	ENST00000538404
NX_Q6IAA8	ENST00000544594
NX_Q6IAA8	ENST00000545249
NX_Q6IAN0	ENST00000578426
NX_Q6IAN0	ENST00000579303
NX_Q6IAN0	ENST00000581463
NX_Q6IAN0	ENST00000582161
NX_Q6IAN0	ENST00000583388
NX_Q6IB77	ENST00000586098
NX_Q6IBS0	ENST00000499914
NX_Q6IBW4	ENST00000395701
NX_Q6IBW4	ENST00000418794
NX_Q6IBW4	ENST00000518394
NX_Q6IBW4	ENST00000522304
NX_Q6IBW4	ENST00000523045
NX_Q6IC98	ENST00000431155
NX_Q6IC98	ENST00000447351
NX_Q6IC98	ENST00000456069
NX_Q6ICB4	ENST00000419475
NX_Q6ICG6	ENST00000414854
NX_Q6ICG6	ENST00000417906
NX_Q6ICG6	ENST00000423262
NX_Q6ICG6	ENST00000424508
NX_Q6ICG6	ENST00000440039
NX_Q6ICG6	ENST00000492273
NX_Q6ICG6	ENST00000496226
NX_Q6ICG8	ENST00000412113
NX_Q6ICG8	ENST00000445185
NX_Q6ICG8	ENST00000543212
NX_Q6ICI0	ENST00000407886
NX_Q6ICL3	ENST00000420290
NX_Q6ICL3	ENST00000430807
NX_Q6ICL3	ENST00000432198
NX_Q6ICL3	ENST00000434168
NX_Q6ICL3	ENST00000444651
NX_Q6ICL3	ENST00000447208
NX_Q6ICL3	ENST00000450019
NX_Q6ICL3	ENST00000450664
NX_Q6ICL7	ENST00000451479
NX_Q6IE36	ENST00000398963
NX_Q6IE36	ENST00000632817
NX_Q6IE38	ENST00000562793
NX_Q6IE81	ENST00000503785
NX_Q6IE81	ENST00000504089
NX_Q6IE81	ENST00000507833
NX_Q6IE81	ENST00000508997
NX_Q6IE81	ENST00000510308
NX_Q6IE81	ENST00000511925
NX_Q6IE81	ENST00000514740
NX_Q6IEE7	ENST00000631683
NX_Q6IEE8	ENST00000628453
NX_Q6IEG0	ENST00000634363
NX_Q6IEZ7	ENST00000611272
NX_Q6IEZ7	ENST00000620813
NX_Q6IF00	ENST00000610282
NX_Q6IF00	ENST00000616594
NX_Q6IMI4	ENST00000407963
NX_Q6IMI4	ENST00000416345
NX_Q6IMI4	ENST00000420611
NX_Q6IMI4	ENST00000433192
NX_Q6IMN6	ENST00000433722
NX_Q6IMN6	ENST00000537108
NX_Q6IMN6	ENST00000537553
NX_Q6IMN6	ENST00000540436
NX_Q6IMN6	ENST00000540584
NX_Q6IMN6	ENST00000541765
NX_Q6IMN6	ENST00000542550
NX_Q6IMN6	ENST00000543380
NX_Q6IN84	ENST00000611231
NX_Q6IN84	ENST00000631971
NX_Q6IN85	ENST00000554390
NX_Q6IN85	ENST00000554511
NX_Q6IN85	ENST00000555029
NX_Q6IN85	ENST00000555470
NX_Q6IN85	ENST00000557018
NX_Q6IPM2	ENST00000415271
NX_Q6IPM2	ENST00000422276
NX_Q6IPM2	ENST00000423196
NX_Q6IPM2	ENST00000423395
NX_Q6IPM2	ENST00000427817
NX_Q6IPM2	ENST00000476665
NX_Q6IPM2	ENST00000611775
NX_Q6IPR1	ENST00000553788
NX_Q6IPR1	ENST00000554266
NX_Q6IPR1	ENST00000555711
NX_Q6IPR1	ENST00000556198
NX_Q6IPR1	ENST00000556402
NX_Q6IPR3	ENST00000479111
NX_Q6IPR3	ENST00000483990
NX_Q6IPT2	ENST00000593796
NX_Q6IPT2	ENST00000599206
NX_Q6IPT2	ENST00000602178
NX_Q6IPT4	ENST00000420054
NX_Q6IPT4	ENST00000493530
NX_Q6IPT4	ENST00000497820
NX_Q6IPU0	ENST00000375576
NX_Q6IPU0	ENST00000618653
NX_Q6IQ16	ENST00000420679
NX_Q6IQ16	ENST00000430968
NX_Q6IQ20	ENST00000418294
NX_Q6IQ20	ENST00000420631
NX_Q6IQ20	ENST00000425379
NX_Q6IQ20	ENST00000611100
NX_Q6IQ20	ENST00000622712
NX_Q6IQ20	ENST00000632159
NX_Q6IQ20	ENST00000632703
NX_Q6IQ20	ENST00000633315
NX_Q6IQ20	ENST00000633498
NX_Q6IQ20	ENST00000633771
NX_Q6IQ20	ENST00000633783
NX_Q6IQ21	ENST00000559564
NX_Q6IQ23	ENST00000525581
NX_Q6IQ23	ENST00000528376
NX_Q6IQ23	ENST00000530489
NX_Q6IQ23	ENST00000531066
NX_Q6IQ23	ENST00000532079
NX_Q6IQ23	ENST00000636090
NX_Q6IQ23	ENST00000636113
NX_Q6IQ23	ENST00000637162
NX_Q6IQ26	ENST00000524446
NX_Q6IQ26	ENST00000525784
NX_Q6IQ26	ENST00000526707
NX_Q6IQ26	ENST00000527896
NX_Q6IQ26	ENST00000528725
NX_Q6IQ26	ENST00000530780
NX_Q6IQ26	ENST00000531747
NX_Q6IQ26	ENST00000533737
NX_Q6IQ32	ENST00000559951
NX_Q6IQ32	ENST00000560561
NX_Q6IQ32	ENST00000560752
NX_Q6IQ32	ENST00000561195
NX_Q6IQ55	ENST00000562880
NX_Q6IQ55	ENST00000564431
NX_Q6IQ55	ENST00000566931
NX_Q6IQ55	ENST00000567274
NX_Q6IQ55	ENST00000622375
NX_Q6IS24	ENST00000447516
NX_Q6IS24	ENST00000618959
NX_Q6ISB3	ENST00000521085
NX_Q6ISS4	ENST00000412608
NX_Q6ISS4	ENST00000610651
NX_Q6ISS4	ENST00000612901
NX_Q6ISS4	ENST00000613846
NX_Q6ISS4	ENST00000613910
NX_Q6ISS4	ENST00000620256
NX_Q6ISS4	ENST00000621280
NX_Q6ISS4	ENST00000621365
NX_Q6ISS4	ENST00000622161
NX_Q6ISS4	ENST00000622556
NX_Q6ISU1	ENST00000616441
NX_Q6IV72	ENST00000483014
NX_Q6IWH7	ENST00000451047
NX_Q6J272	ENST00000484720
NX_Q6J4K2	ENST00000548186
NX_Q6J4K2	ENST00000549069
NX_Q6J4K2	ENST00000549181
NX_Q6J4K2	ENST00000549372
NX_Q6J4K2	ENST00000549605
NX_Q6J4K2	ENST00000550047
NX_Q6J4K2	ENST00000550672
NX_Q6J4K2	ENST00000552613
NX_Q6J9G0	ENST00000535345
NX_Q6J9G0	ENST00000538867
NX_Q6J9G0	ENST00000541561
NX_Q6J9G0	ENST00000542562
NX_Q6J9G0	ENST00000542924
NX_Q6JBY9	ENST00000361496
NX_Q6JEL2	ENST00000438813
NX_Q6JEL2	ENST00000448203
NX_Q6JQN1	ENST00000507683
NX_Q6JQN1	ENST00000514615
NX_Q6JQN1	ENST00000515283
NX_Q6JQN1	ENST00000549590
NX_Q6JQN1	ENST00000552706
NX_Q6JQN1	ENST00000552965
NX_Q6JVE5	ENST00000371632
NX_Q6JVE5	ENST00000471615
NX_Q6JVE6	ENST00000341040
NX_Q6JVE6	ENST00000527229
NX_Q6JVE6	ENST00000529013
NX_Q6JVE6	ENST00000532006
NX_Q6K0P9	ENST00000458222
NX_Q6KC79	ENST00000513819
NX_Q6KC79	ENST00000621733
NX_Q6KCM7	ENST00000466983
NX_Q6KCM7	ENST00000472769
NX_Q6KF10	ENST00000620978
NX_Q6KF10	ENST00000621429
NX_Q6L8G4	ENST00000616086
NX_Q6L8G4	ENST00000617152
NX_Q6L8G5	ENST00000376536
NX_Q6L8G9	ENST00000611731
NX_Q6L8H1	ENST00000399682
NX_Q6L8H1	ENST00000611225
NX_Q6L8H1	ENST00000615268
NX_Q6L8H1	ENST00000616115
NX_Q6L8H1	ENST00000630519
NX_Q6L8H2	ENST00000620564
NX_Q6L8H2	ENST00000627584
NX_Q6L8H4	ENST00000619083
NX_Q6L8H4	ENST00000625554
NX_Q6L8Q7	ENST00000487257
NX_Q6L9W6	ENST00000322843
NX_Q6MZM9	ENST00000509633
NX_Q6MZM9	ENST00000512173
NX_Q6MZM9	ENST00000634325
NX_Q6MZM9	ENST00000634530
NX_Q6MZM9	ENST00000634747
NX_Q6MZM9	ENST00000635689
NX_Q6MZQ0	ENST00000524380
NX_Q6MZQ0	ENST00000526679
NX_Q6MZQ0	ENST00000526682
NX_Q6MZQ0	ENST00000526728
NX_Q6MZQ0	ENST00000527172
NX_Q6MZQ0	ENST00000530050
NX_Q6MZQ0	ENST00000530252
NX_Q6MZQ0	ENST00000532121
NX_Q6MZW2	ENST00000510685
NX_Q6MZZ7	ENST00000450650
NX_Q6MZZ7	ENST00000485248
NX_Q6N021	ENST00000413648
NX_Q6N021	ENST00000514870
NX_Q6N022	ENST00000527736
NX_Q6N022	ENST00000530738
NX_Q6N022	ENST00000533074
NX_Q6N022	ENST00000533525
NX_Q6N043	ENST00000558002
NX_Q6N043	ENST00000559000
NX_Q6N043	ENST00000559352
NX_Q6N063	ENST00000536439
NX_Q6N063	ENST00000537966
NX_Q6N063	ENST00000545056
NX_Q6N075	ENST00000551660
NX_Q6NS38	ENST00000536242
NX_Q6NS38	ENST00000536358
NX_Q6NS38	ENST00000543444
NX_Q6NSI3	ENST00000463238
NX_Q6NSI3	ENST00000489029
NX_Q6NSI3	ENST00000489363
NX_Q6NSJ0	ENST00000379142
NX_Q6NSJ2	ENST00000594808
NX_Q6NSJ2	ENST00000596141
NX_Q6NSJ2	ENST00000600660
NX_Q6NSJ2	ENST00000601646
NX_Q6NSJ5	ENST00000593511
NX_Q6NSJ5	ENST00000598224
NX_Q6NSJ5	ENST00000599367
NX_Q6NSJ5	ENST00000600345
NX_Q6NSW7	ENST00000629403
NX_Q6NSZ9	ENST00000262941
NX_Q6NSZ9	ENST00000431485
NX_Q6NT04	ENST00000573608
NX_Q6NT16	ENST00000367918
NX_Q6NT32	ENST00000520435
NX_Q6NT32	ENST00000521228
NX_Q6NT32	ENST00000536025
NX_Q6NT32	ENST00000541580
NX_Q6NT52	ENST00000359342
NX_Q6NT52	ENST00000474913
NX_Q6NT76	ENST00000355231
NX_Q6NT76	ENST00000519047
NX_Q6NT76	ENST00000519662
NX_Q6NT76	ENST00000522468
NX_Q6NT76	ENST00000523613
NX_Q6NT76	ENST00000560599
NX_Q6NT89	ENST00000531285
NX_Q6NTE8	ENST00000518219
NX_Q6NTE8	ENST00000518235
NX_Q6NTE8	ENST00000519208
NX_Q6NTE8	ENST00000519213
NX_Q6NTE8	ENST00000520698
NX_Q6NTE8	ENST00000520995
NX_Q6NTE8	ENST00000521299
NX_Q6NTE8	ENST00000521333
NX_Q6NTE8	ENST00000522157
NX_Q6NTE8	ENST00000523084
NX_Q6NTE8	ENST00000523737
NX_Q6NTE8	ENST00000523835
NX_Q6NTE8	ENST00000524068
NX_Q6NTE8	ENST00000610475
NX_Q6NTF7	ENST00000421988
NX_Q6NTF7	ENST00000613996
NX_Q6NUI2	ENST00000439254
NX_Q6NUI6	ENST00000417999
NX_Q6NUI6	ENST00000455425
NX_Q6NUK1	ENST00000264128
NX_Q6NUK1	ENST00000569674
NX_Q6NUK4	ENST00000634963
NX_Q6NUM6	ENST00000610600
NX_Q6NUM6	ENST00000612372
NX_Q6NUM9	ENST00000409984
NX_Q6NUM9	ENST00000429806
NX_Q6NUM9	ENST00000438611
NX_Q6NUM9	ENST00000449375
NX_Q6NUN0	ENST00000573920
NX_Q6NUN0	ENST00000575070
NX_Q6NUN9	ENST00000461958
NX_Q6NUP7	ENST00000553661
NX_Q6NUP7	ENST00000556470
NX_Q6NUP7	ENST00000556884
NX_Q6NUP7	ENST00000614957
NX_Q6NUP7	ENST00000619905
NX_Q6NUP7	ENST00000628432
NX_Q6NUP7	ENST00000630154
NX_Q6NUP7	ENST00000630860
NX_Q6NUQ1	ENST00000467392
NX_Q6NUQ1	ENST00000482041
NX_Q6NUQ1	ENST00000493041
NX_Q6NUQ1	ENST00000497979
NX_Q6NUQ4	ENST00000425720
NX_Q6NUQ4	ENST00000434544
NX_Q6NUQ4	ENST00000435172
NX_Q6NUQ4	ENST00000444135
NX_Q6NUS8	ENST00000503189
NX_Q6NUS8	ENST00000507113
NX_Q6NUT2	ENST00000306389
NX_Q6NUT2	ENST00000439061
NX_Q6NUT2	ENST00000538147
NX_Q6NUT2	ENST00000541083
NX_Q6NUT2	ENST00000542209
NX_Q6NUT3	ENST00000398558
NX_Q6NUT3	ENST00000585814
NX_Q6NUT3	ENST00000588626
NX_Q6NUT3	ENST00000589063
NX_Q6NUT3	ENST00000589995
NX_Q6NUT3	ENST00000592652
NX_Q6NUT3	ENST00000615073
NX_Q6NUT3	ENST00000615613
NX_Q6NV74	ENST00000415261
NX_Q6NV74	ENST00000420294
NX_Q6NV74	ENST00000423771
NX_Q6NV74	ENST00000428096
NX_Q6NVV3	ENST00000511123
NX_Q6NVV3	ENST00000511852
NX_Q6NVV7	ENST00000381037
NX_Q6NVV7	ENST00000404583
NX_Q6NVV7	ENST00000404744
NX_Q6NVY1	ENST00000392333
NX_Q6NVY1	ENST00000399855
NX_Q6NVY1	ENST00000409820
NX_Q6NVY1	ENST00000409934
NX_Q6NVY1	ENST00000410045
NX_Q6NVY1	ENST00000414928
NX_Q6NVY1	ENST00000416732
NX_Q6NW29	ENST00000327570
NX_Q6NW29	ENST00000506467
NX_Q6NW34	ENST00000460410
NX_Q6NW34	ENST00000461381
NX_Q6NW34	ENST00000462295
NX_Q6NW34	ENST00000469169
NX_Q6NW34	ENST00000469809
NX_Q6NW34	ENST00000470663
NX_Q6NW34	ENST00000472166
NX_Q6NW34	ENST00000472637
NX_Q6NW34	ENST00000472705
NX_Q6NW34	ENST00000473284
NX_Q6NW34	ENST00000489848
NX_Q6NW34	ENST00000491121
NX_Q6NW34	ENST00000494164
NX_Q6NW34	ENST00000496206
NX_Q6NW34	ENST00000496340
NX_Q6NWY9	ENST00000549547
NX_Q6NWY9	ENST00000551063
NX_Q6NX45	ENST00000379090
NX_Q6NX45	ENST00000558586
NX_Q6NX45	ENST00000560038
NX_Q6NX49	ENST00000594384
NX_Q6NX49	ENST00000595981
NX_Q6NX49	ENST00000596677
NX_Q6NX49	ENST00000596825
NX_Q6NX49	ENST00000596929
NX_Q6NX49	ENST00000597240
NX_Q6NX49	ENST00000599227
NX_Q6NX49	ENST00000599953
NX_Q6NX49	ENST00000600044
NX_Q6NX49	ENST00000600220
NX_Q6NX49	ENST00000627781
NX_Q6NXE6	ENST00000535288
NX_Q6NXE6	ENST00000535478
NX_Q6NXE6	ENST00000535758
NX_Q6NXE6	ENST00000535795
NX_Q6NXE6	ENST00000536098
NX_Q6NXE6	ENST00000537263
NX_Q6NXE6	ENST00000538663
NX_Q6NXE6	ENST00000539985
NX_Q6NXE6	ENST00000540634
NX_Q6NXE6	ENST00000540707
NX_Q6NXE6	ENST00000540792
NX_Q6NXE6	ENST00000541725
NX_Q6NXE6	ENST00000541898
NX_Q6NXE6	ENST00000543877
NX_Q6NXE6	ENST00000545091
NX_Q6NXE6	ENST00000546344
NX_Q6NXG1	ENST00000517610
NX_Q6NXG1	ENST00000519505
NX_Q6NXG1	ENST00000520385
NX_Q6NXG1	ENST00000522756
NX_Q6NXP0	ENST00000503957
NX_Q6NXP6	ENST00000555603
NX_Q6NXR0	ENST00000596627
NX_Q6NXR4	ENST00000520636
NX_Q6NXR4	ENST00000523305
NX_Q6NXT1	ENST00000406423
NX_Q6NXT1	ENST00000407117
NX_Q6NXT1	ENST00000411961
NX_Q6NXT1	ENST00000413497
NX_Q6NXT1	ENST00000424350
NX_Q6NXT1	ENST00000434930
NX_Q6NXT1	ENST00000458278
NX_Q6NXT1	ENST00000609454
NX_Q6NXT4	ENST00000406369
NX_Q6NXT4	ENST00000440718
NX_Q6NXT4	ENST00000449777
NX_Q6NXT4	ENST00000454324
NX_Q6NXT4	ENST00000457724
NX_Q6NXT6	ENST00000505603
NX_Q6NXT6	ENST00000513782
NX_Q6NXT6	ENST00000513833
NX_Q6NY19	ENST00000595639
NX_Q6NY19	ENST00000610351
NX_Q6NYC1	ENST00000303996
NX_Q6NYC1	ENST00000542934
NX_Q6NYC1	ENST00000585429
NX_Q6NYC1	ENST00000617192
NX_Q6NYC8	ENST00000383573
NX_Q6NYC8	ENST00000400554
NX_Q6NYC8	ENST00000412189
NX_Q6NYC8	ENST00000435929
NX_Q6NYC8	ENST00000437121
NX_Q6NYC8	ENST00000438815
NX_Q6NYC8	ENST00000438945
NX_Q6NYC8	ENST00000443517
NX_Q6NYC8	ENST00000444206
NX_Q6NYC8	ENST00000449705
NX_Q6NYC8	ENST00000451544
NX_Q6NYC8	ENST00000455935
NX_Q6NZ36	ENST00000400919
NX_Q6NZ36	ENST00000420515
NX_Q6NZ36	ENST00000428120
NX_Q6NZ36	ENST00000440825
NX_Q6NZ63	ENST00000424363
NX_Q6NZ63	ENST00000439708
NX_Q6NZ67	ENST00000409255
NX_Q6NZ67	ENST00000425361
NX_Q6NZ67	ENST00000455239
NX_Q6NZ67	ENST00000457492
NX_Q6NZY4	ENST00000536663
NX_Q6NZY4	ENST00000540586
NX_Q6NZY4	ENST00000544054
NX_Q6NZY7	ENST00000610368
NX_Q6NZY7	ENST00000611094
NX_Q6NZY7	ENST00000617756
NX_Q6NZY7	ENST00000619217
NX_Q6NZY7	ENST00000622855
NX_Q6P047	ENST00000521818
NX_Q6P047	ENST00000523289
NX_Q6P047	ENST00000523723
NX_Q6P050	ENST00000534939
NX_Q6P050	ENST00000560325
NX_Q6P087	ENST00000418713
NX_Q6P087	ENST00000423108
NX_Q6P087	ENST00000424438
NX_Q6P087	ENST00000427174
NX_Q6P087	ENST00000433555
NX_Q6P087	ENST00000451405
NX_Q6P093	ENST00000445270
NX_Q6P093	ENST00000570799
NX_Q6P093	ENST00000576369
NX_Q6P0A1	ENST00000538490
NX_Q6P0N0	ENST00000451174
NX_Q6P0N0	ENST00000453142
NX_Q6P0N0	ENST00000454990
NX_Q6P0N0	ENST00000554093
NX_Q6P0N0	ENST00000627697
NX_Q6P0Q8	ENST00000372008
NX_Q6P0Q8	ENST00000372009
NX_Q6P158	ENST00000442331
NX_Q6P158	ENST00000452978
NX_Q6P158	ENST00000619207
NX_Q6P158	ENST00000620517
NX_Q6P161	ENST00000589174
NX_Q6P179	ENST00000507346
NX_Q6P179	ENST00000508077
NX_Q6P179	ENST00000510373
NX_Q6P179	ENST00000512869
NX_Q6P1A2	ENST00000535479
NX_Q6P1A2	ENST00000536797
NX_Q6P1A2	ENST00000538910
NX_Q6P1A2	ENST00000540090
NX_Q6P1A2	ENST00000543794
NX_Q6P1J6	ENST00000416713
NX_Q6P1J6	ENST00000436775
NX_Q6P1J6	ENST00000444257
NX_Q6P1J9	ENST00000635846
NX_Q6P1K1	ENST00000548498
NX_Q6P1K1	ENST00000549243
NX_Q6P1K2	ENST00000466489
NX_Q6P1K2	ENST00000497069
NX_Q6P1K8	ENST00000446221
NX_Q6P1K8	ENST00000506129
NX_Q6P1K8	ENST00000507595
NX_Q6P1K8	ENST00000511629
NX_Q6P1K8	ENST00000512736
NX_Q6P1K8	ENST00000514069
NX_Q6P1K8	ENST00000514162
NX_Q6P1K8	ENST00000612211
NX_Q6P1K8	ENST00000612324
NX_Q6P1K8	ENST00000619699
NX_Q6P1K8	ENST00000619880
NX_Q6P1K8	ENST00000621406
NX_Q6P1L6	ENST00000421216
NX_Q6P1L6	ENST00000445484
NX_Q6P1L6	ENST00000612935
NX_Q6P1M3	ENST00000577200
NX_Q6P1M3	ENST00000578536
NX_Q6P1M3	ENST00000578638
NX_Q6P1M3	ENST00000578719
NX_Q6P1M3	ENST00000579392
NX_Q6P1M3	ENST00000580578
NX_Q6P1M3	ENST00000580925
NX_Q6P1M3	ENST00000581713
NX_Q6P1M3	ENST00000583514
NX_Q6P1M3	ENST00000583658
NX_Q6P1M9	ENST00000473968
NX_Q6P1M9	ENST00000477663
NX_Q6P1M9	ENST00000479502
NX_Q6P1N0	ENST00000586955
NX_Q6P1N0	ENST00000587508
NX_Q6P1N9	ENST00000517678
NX_Q6P1N9	ENST00000519232
NX_Q6P1N9	ENST00000519776
NX_Q6P1N9	ENST00000520321
NX_Q6P1N9	ENST00000520938
NX_Q6P1N9	ENST00000522310
NX_Q6P1N9	ENST00000522810
NX_Q6P1N9	ENST00000522927
NX_Q6P1N9	ENST00000523152
NX_Q6P1N9	ENST00000523214
NX_Q6P1N9	ENST00000523888
NX_Q6P1N9	ENST00000605953
NX_Q6P1N9	ENST00000630259
NX_Q6P1Q0	ENST00000380135
NX_Q6P1Q0	ENST00000547256
NX_Q6P1Q0	ENST00000547660
NX_Q6P1Q0	ENST00000548209
NX_Q6P1Q0	ENST00000548251
NX_Q6P1Q0	ENST00000548401
NX_Q6P1Q0	ENST00000549340
NX_Q6P1Q0	ENST00000550442
NX_Q6P1Q0	ENST00000550755
NX_Q6P1Q0	ENST00000550814
NX_Q6P1Q0	ENST00000551261
NX_Q6P1Q0	ENST00000551477
NX_Q6P1Q0	ENST00000553043
NX_Q6P1Q9	ENST00000419443
NX_Q6P1Q9	ENST00000481392
NX_Q6P1Q9	ENST00000497665
NX_Q6P1R3	ENST00000524950
NX_Q6P1R3	ENST00000527140
