NX_A0A087WTH1	MGI:5613213
NX_Q16625	MGI:106183
NX_Q16626	MGI:96957
NX_Q16629	MGI:1926232
NX_Q16630	MGI:1913948
NX_Q16633	MGI:105086
NX_Q16635	MGI:109626
NX_Q16637	MGI:109257
NX_Q16643	MGI:1931838
NX_Q16644	MGI:2143163
NX_Q16647	MGI:1097156
NX_Q16649	MGI:109495
NX_Q16650	MGI:107404
NX_Q16651	MGI:1923810
NX_Q16653	MGI:97435
NX_Q16654	MGI:1351481
NX_Q16655	MGI:108454
NX_Q16656	MGI:1332235
NX_Q16658	MGI:1352745
NX_Q16659	MGI:1354946
NX_Q16661	MGI:1270851
NX_Q16665	MGI:106918
NX_Q16666	MGI:101847
NX_Q16666	MGI:2138243
NX_Q16666	MGI:2138302
NX_Q16666	MGI:2442822
NX_Q16666	MGI:3041120
NX_Q16666	MGI:3584522
NX_Q16666	MGI:3646410
NX_Q16666	MGI:3695276
NX_Q16666	MGI:3780953
NX_Q16666	MGI:3840117
NX_Q16666	MGI:96428
NX_Q16666	MGI:96429
NX_Q16667	MGI:1919641
NX_Q16670	MGI:3531417
NX_Q16671	MGI:105062
NX_Q16674	MGI:109615
NX_Q16676	MGI:1347463
NX_Q16678	MGI:88590
NX_Q16690	MGI:2685183
NX_Q16695	MGI:3647311
NX_Q16696	MGI:88596
NX_Q16696	MGI:88597
NX_Q16698	MGI:1914710
NX_Q16706	MGI:104669
NX_Q16718	MGI:1915452
NX_Q16719	MGI:1918039
NX_Q16720	MGI:1347353
NX_Q16739	MGI:1332243
NX_Q16740	MGI:1858213
NX_Q16760	MGI:2138334
NX_Q16762	MGI:98852
NX_Q16763	MGI:1925141
NX_Q16769	MGI:1917786
NX_Q16772	MGI:95856
NX_Q16773	MGI:1917516
NX_Q16774	MGI:95871
NX_Q16775	MGI:95745
NX_Q16777	MGI:2448316
NX_Q16778	MGI:1915274
NX_Q16778	MGI:2448380
NX_Q16778	MGI:2448386
NX_Q16787	MGI:99909
NX_Q16790	MGI:2447188
NX_Q16795	MGI:1913358
NX_Q16798	MGI:1916679
NX_Q16799	MGI:1933947
NX_Q16816	MGI:97579
NX_Q16819	MGI:96963
NX_Q16820	MGI:96964
NX_Q16821	MGI:2153588
NX_Q16822	MGI:1860456
NX_Q16825	MGI:1344406
NX_Q16827	MGI:1097152
NX_Q16828	MGI:1914853
NX_Q16829	MGI:2387100
NX_Q16831	MGI:1097668
NX_Q16832	MGI:1345277
NX_Q16836	MGI:96009
NX_Q16842	MGI:99427
NX_Q16849	MGI:102765
NX_Q16850	MGI:106040
NX_Q16851	MGI:2183447
NX_Q16853	MGI:1306797
NX_Q16854	MGI:1351602
NX_Q16864	MGI:1913394
NX_Q16873	MGI:107498
NX_Q16875	MGI:2181202
NX_Q16877	MGI:2687284
NX_Q16878	MGI:105925
NX_Q16880	MGI:109522
NX_Q16881	MGI:1354175
NX_Q16890	MGI:1298386
NX_Q16891	MGI:1923864
NX_Q17R31	MGI:1916222
NX_Q17R55	MGI:1923665
NX_Q17R60	MGI:1926876
NX_Q17R89	MGI:2144423
NX_Q17R98	MGI:2444807
NX_Q17RB0	MGI:1913408
NX_Q17RB0	MGI:1920115
NX_Q17RB0	MGI:3576504
NX_Q17RB8	MGI:3609241
NX_Q17RC7	MGI:1921363
NX_Q17RD7	MGI:2673872
NX_Q17RF5	MGI:2685891
NX_Q17RG1	MGI:3045294
NX_Q17RH7	MGI:2149032
NX_Q17RM4	MGI:3045292
NX_Q17RN3	MGI:1921083
NX_Q17RQ9	MGI:1916797
NX_Q17RS7	MGI:2443149
NX_Q17RW2	MGI:1918605
NX_Q17RY0	MGI:1914829
NX_Q17RY6	MGI:1923736
NX_Q18PE1	MGI:3584043
NX_Q19AV6	MGI:1916997
NX_Q19T08	MGI:1915795
NX_Q1A5X6	MGI:3644166
NX_Q1ED39	MGI:1913606
NX_Q1EHB4	MGI:2138890
NX_Q1HG43	MGI:2384861
NX_Q1HG44	MGI:1914061
NX_Q1KMD3	MGI:1915943
NX_Q1L5Z9	MGI:1920209
NX_Q1L6U9	MGI:3652339
NX_Q1MSJ5	MGI:2681832
NX_Q1MX18	MGI:1917942
NX_Q1RMZ1	MGI:2141466
NX_Q1W4C9	MGI:3642511
NX_Q1W6H9	MGI:1918813
NX_Q1X8D7	MGI:2448585
NX_Q1XH10	MGI:1919918
NX_Q1ZYL8	MGI:1918814
NX_Q1ZZU3	MGI:1920181
NX_Q24JP5	MGI:2147810
NX_Q24JQ0	MGI:2442435
NX_Q27J81	MGI:1917685
NX_Q29718	MGI:95896
NX_Q29836	MGI:95896
NX_Q29865	MGI:95896
NX_Q29940	MGI:95896
NX_Q29960	MGI:95896
NX_Q29963	MGI:95896
NX_Q29974	MGI:95901
NX_Q29980	MGI:2179989
NX_Q29RF7	MGI:1918771
NX_Q2HXU8	MGI:1918433
NX_Q2I0M4	MGI:2385129
NX_Q2I0M5	MGI:1924467
NX_Q2KHM9	MGI:1921727
NX_Q2KHN1	MGI:1914754
NX_Q2KHR2	MGI:2442675
NX_Q2KHR3	MGI:2138986
NX_Q2KHT3	MGI:1921624
NX_Q2KHT4	MGI:1194499
NX_Q2KJY2	MGI:2447076
NX_Q2L4Q9	MGI:2652890
NX_Q2LD37	MGI:2444631
NX_Q2M1K9	MGI:1891217
NX_Q2M1P5	MGI:1098239
NX_Q2M1V0	MGI:1918847
NX_Q2M1Z3	MGI:1333857
NX_Q2M243	MGI:2685881
NX_Q2M296	MGI:2679252
NX_Q2M2E3	MGI:2182079
NX_Q2M2I3	MGI:1921063
NX_Q2M2I5	MGI:1922956
NX_Q2M2I8	MGI:1098687
NX_Q2M2W7	MGI:1916316
NX_Q2M2Z5	MGI:2684960
NX_Q2M329	MGI:1913967
NX_Q2M385	MGI:1333743
NX_Q2M389	MGI:2441787
NX_Q2M3C6	MGI:2142980
NX_Q2M3C7	MGI:1924879
NX_Q2M3D2	MGI:1921713
NX_Q2M3G0	MGI:1924956
NX_Q2M3G4	MGI:1919024
NX_Q2M3M2	MGI:2140201
NX_Q2M3R5	MGI:2444789
NX_Q2M3T9	MGI:1924292
NX_Q2M3V2	MGI:2687280
NX_Q2M5E4	MGI:3645243
NX_Q2MJR0	MGI:2142186
NX_Q2MKA7	MGI:2183426
NX_Q2MV58	MGI:3603820
NX_Q2NKJ3	MGI:1916214
NX_Q2NKQ1	MGI:107320
NX_Q2NKX8	MGI:2654144
NX_Q2NKX9	MGI:1915614
NX_Q2NL67	MGI:1914537
NX_Q2NL68	MGI:2681861
NX_Q2NL82	MGI:2144566
NX_Q2NL98	MGI:2146912
NX_Q2PPJ7	MGI:3036245
NX_Q2PZI1	MGI:1915685
NX_Q2Q1W2	MGI:2685973
NX_Q2QGD7	MGI:1933108
NX_Q2QL34	MGI:2135951
NX_Q2T9J0	MGI:1919017
NX_Q2T9K0	MGI:1924489
NX_Q2T9L4	MGI:2442108
NX_Q2TAA2	MGI:1914982
NX_Q2TAA5	MGI:2142632
NX_Q2TAA8	MGI:1919486
NX_Q2TAC2	MGI:1918526
NX_Q2TAC6	MGI:2447024
NX_Q2TAK8	MGI:1915364
NX_Q2TAL5	MGI:2442764
NX_Q2TAL6	MGI:2442987
NX_Q2TAL8	MGI:1916482
NX_Q2TAM9	MGI:2684283
NX_Q2TAP0	MGI:1918396
NX_Q2TAY7	MGI:1915546
NX_Q2TAZ0	MGI:1916291
NX_Q2TB10	MGI:1889334
NX_Q2TB18	MGI:1913845
NX_Q2TB90	MGI:2384910
NX_Q2TBA0	MGI:1919580
NX_Q2TBC4	MGI:2685785
NX_Q2TBE0	MGI:1918023
NX_Q2TBF2	MGI:2445030
NX_Q2UY09	MGI:2685312
NX_Q2V2M9	MGI:1925847
NX_Q2VIQ3	MGI:1922197
NX_Q2VPA4	MGI:88513
NX_Q2VPB7	MGI:2685808
NX_Q2VPJ9	MGI:2143657
NX_Q2VPK5	MGI:1914215
NX_Q2VWA4	MGI:3645984
NX_Q2VWP7	MGI:2444710
NX_Q2VYF4	MGI:2444979
NX_Q2WEN9	MGI:2685615
NX_Q2WGJ6	MGI:3045310
NX_Q2WGJ8	MGI:3647471
NX_Q2WGJ9	MGI:3645398
NX_Q2Y0W8	MGI:1928745
NX_Q2YD98	MGI:1918351
NX_Q30134	MGI:95901
NX_Q30154	MGI:95901
NX_Q30167	MGI:95901
NX_Q30201	MGI:109191
NX_Q30KP8	MGI:3033850
NX_Q30KP9	MGI:1920920
NX_Q30KQ1	MGI:3646526
NX_Q30KQ2	MGI:3644478
NX_Q30KQ4	MGI:1922650
NX_Q30KQ5	MGI:3650536
NX_Q30KQ7	MGI:3648148
NX_Q30KQ9	MGI:1924923
NX_Q31610	MGI:95896
NX_Q31612	MGI:95896
NX_Q32M45	MGI:2443344
NX_Q32M84	MGI:3045247
NX_Q32M88	MGI:2444047
NX_Q32MH5	MGI:2387648
NX_Q32MK0	MGI:2443063
NX_Q32MQ0	MGI:2442210
NX_Q32MZ4	MGI:1342770
NX_Q32NB8	MGI:1921701
NX_Q32NC0	MGI:1915296
NX_Q32NC0	MGI:3644174
NX_Q32P28	MGI:1888921
NX_Q32P41	MGI:1923607
NX_Q32P44	MGI:2387612
NX_Q32P51	MGI:3645633
NX_Q32ZL2	MGI:1923019
NX_Q330K2	MGI:1924197
NX_Q33E94	MGI:1918387
NX_Q38SD2	MGI:2142227
NX_Q3B726	MGI:106292
NX_Q3B7I2	MGI:2442451
NX_Q3B7J2	MGI:1917825
NX_Q3B7T1	MGI:1919831
NX_Q3B7T3	MGI:1929597
NX_Q3B820	MGI:1921123
NX_Q3B8N2	MGI:109496
NX_Q3B8N5	MGI:1920672
NX_Q3C1V0	MGI:1923252
NX_Q3C1V1	MGI:1915493
NX_Q3C1V8	MGI:2669849
NX_Q3I5F7	MGI:1921287
NX_Q3KNS1	MGI:1921925
NX_Q3KNT9	MGI:3779488
NX_Q3KNV8	MGI:1916837
NX_Q3KNW1	MGI:1353563
NX_Q3KNW5	MGI:1923000
NX_Q3KP22	MGI:1923913
NX_Q3KP31	MGI:3648473
NX_Q3KP44	MGI:1924568
NX_Q3KP66	MGI:1921579
NX_Q3KPI0	MGI:1347246
NX_Q3KQU3	MGI:2384297
NX_Q3KQV9	MGI:2443318
NX_Q3KQZ1	MGI:1919248
NX_Q3KR16	MGI:2682298
NX_Q3KR37	MGI:1925037
NX_Q3KRA6	MGI:1920353
NX_Q3KRA9	MGI:2142037
NX_Q3L8U1	MGI:1924001
NX_Q3LHN2	MGI:1925168
NX_Q3LI58	MGI:2157767
NX_Q3LI61	MGI:1916148
NX_Q3LI72	MGI:1330295
NX_Q3LI76	MGI:1347350
NX_Q3LI81	MGI:3646229
NX_Q3LI83	MGI:2685158
NX_Q3LIE5	MGI:1913608
NX_Q3LXA3	MGI:2385084
NX_Q3MHD2	MGI:1919592
NX_Q3MII6	MGI:2444862
NX_Q3MIN7	MGI:1918996
NX_Q3MIP1	MGI:2442416
NX_Q3MIR4	MGI:2442082
NX_Q3MIT2	MGI:1921717
NX_Q3MIW9	MGI:2685476
NX_Q3MIX3	MGI:2679274
NX_Q3MJ13	MGI:3583957
NX_Q3MJ16	MGI:1919144
NX_Q3MUY2	MGI:1913518
NX_Q3SX64	MGI:2686003
NX_Q3SXM5	MGI:1919802
NX_Q3SXP7	MGI:1919551
NX_Q3SXY7	MGI:2685267
NX_Q3SXY8	MGI:1915396
NX_Q3SXZ7	MGI:1913589
NX_Q3SY00	MGI:1925556
NX_Q3SY52	MGI:108070
NX_Q3SY56	MGI:1932575
NX_Q3SY69	MGI:2444680
NX_Q3SY77	MGI:2145969
NX_Q3SY77	MGI:2146055
NX_Q3SY84	MGI:1861586
NX_Q3SYC2	MGI:2663253
NX_Q3SYF9	MGI:3644653
NX_Q3SYG4	MGI:2442833
NX_Q3T8J9	MGI:1917579
NX_Q3T906	MGI:3643902
NX_Q3V5L5	MGI:3606200
NX_Q3V6T2	MGI:1925177
NX_Q3YBM2	MGI:1916348
NX_Q3YBR2	MGI:1100877
NX_Q3YEC7	MGI:2442633
NX_Q3ZAQ7	MGI:1914298
NX_Q3ZCM7	MGI:3642800
NX_Q3ZCN5	MGI:3647600
NX_Q3ZCQ3	MGI:3698178
NX_Q3ZCQ8	MGI:1913775
NX_Q3ZCT1	MGI:1347071
NX_Q3ZCT8	MGI:1918481
NX_Q3ZCV2	MGI:2681853
NX_Q3ZCW2	MGI:1916114
NX_Q3ZLR7	MGI:3645971
NX_Q400G9	MGI:2442258
NX_Q460N5	MGI:1919489
NX_Q494R4	MGI:2448587
NX_Q494U1	MGI:2387630
NX_Q494V2	MGI:2141635
NX_Q495A1	MGI:3642260
NX_Q495B1	MGI:2686319
NX_Q495C1	MGI:3645767
NX_Q495M3	MGI:1891430
NX_Q495M9	MGI:2450757
NX_Q495N2	MGI:2665001
NX_Q495T6	MGI:1351603
NX_Q495W5	MGI:1920318
NX_Q495X7	MGI:2387430
NX_Q496A3	MGI:1918270
NX_Q496F6	MGI:2387602
NX_Q496H8	MGI:2443642
NX_Q496J9	MGI:1922459
NX_Q496M5	MGI:3026984
NX_Q496Y0	MGI:1921615
NX_Q499Z3	MGI:3045330
NX_Q499Z4	MGI:2442105
NX_Q49A17	MGI:1913581
NX_Q49A26	MGI:1921272
NX_Q49A88	MGI:2443448
NX_Q49A92	MGI:2444149
NX_Q49AA0	MGI:107794
NX_Q49AG3	MGI:1919220
NX_Q49AH0	MGI:3606576
NX_Q49AJ0	MGI:1917613
NX_Q49AM1	MGI:1921488
NX_Q49AN0	MGI:1270859
NX_Q49AR2	MGI:1925127
NX_Q49B96	MGI:1915283
NX_Q49MG5	MGI:2442208
NX_Q49MI3	MGI:3037816
NX_Q49SQ1	MGI:1277106
NX_Q4AC94	MGI:2142166
NX_Q4AC99	MGI:3584519
NX_Q4ADV7	MGI:1924893
NX_Q4AE62	MGI:2444269
NX_Q4FZB7	MGI:2444557
NX_Q4G0A6	MGI:3583959
NX_Q4G0F5	MGI:1917656
NX_Q4G0I0	MGI:2670966
NX_Q4G0J3	MGI:107634
NX_Q4G0M1	MGI:3606476
NX_Q4G0N0	MGI:95704
NX_Q4G0N4	MGI:1915896
NX_Q4G0N7	MGI:1913587
NX_Q4G0N8	MGI:2685456
NX_Q4G0P3	MGI:2389007
NX_Q4G0S7	MGI:3641617
NX_Q4G0U5	MGI:2684947
NX_Q4G0W2	MGI:1914696
NX_Q4G0X4	MGI:3643121
NX_Q4G0X9	MGI:2443893
NX_Q4G0Z9	MGI:3045334
NX_Q4G112	MGI:2685585
NX_Q4G148	MGI:2684933
NX_Q4G163	MGI:1926053
NX_Q4G176	MGI:2182591
NX_Q4G1C9	MGI:1914787
NX_Q4G1C9	MGI:1916536
NX_Q4G1C9	MGI:3620621
NX_Q4J6C6	MGI:2441932
NX_Q4JDL3	MGI:1196295
NX_Q4KMG0	MGI:1926387
NX_Q4KMG9	MGI:2442838
NX_Q4KMP7	MGI:1915699
NX_Q4KMQ1	MGI:2139535
NX_Q4KMQ2	MGI:2145890
NX_Q4KMZ1	MGI:2446212
NX_Q4KMZ8	MGI:1914399
NX_Q4KWH8	MGI:2683547
NX_Q4L180	MGI:1925999
NX_Q4L235	MGI:2442517
NX_Q4LDE5	MGI:1928849
NX_Q4LDG9	MGI:1921462
NX_Q4LDR2	MGI:3642816
NX_Q4LE39	MGI:2137512
NX_Q4LEZ3	MGI:2181621
NX_Q4U2R6	MGI:1913743
NX_Q4U2R8	MGI:892001
NX_Q4V328	MGI:1859616
NX_Q4V9L6	MGI:2385228
NX_Q4VC05	MGI:1924295
NX_Q4VC12	MGI:1922093
NX_Q4VC31	MGI:2146423
NX_Q4VC44	MGI:2442638
NX_Q4VCS5	MGI:108440
NX_Q4VNC0	MGI:2444068
NX_Q4VNC1	MGI:1924456
NX_Q4VX76	MGI:1933367
NX_Q4VXA5	MGI:2138477
NX_Q4VXA5	MGI:2676610
NX_Q4VXA5	MGI:3583007
NX_Q4VXU2	MGI:1922908
NX_Q4W4Y0	MGI:2685373
NX_Q4W5G0	MGI:1915390
NX_Q4ZG55	MGI:2149712
NX_Q4ZHG4	MGI:1915905
NX_Q4ZIN3	MGI:2177957
NX_Q4ZJI4	MGI:1921696
NX_Q502W6	MGI:1918103
NX_Q502W7	MGI:2444738
NX_Q502X0	MGI:2674071
NX_Q504Q3	MGI:1918984
NX_Q504T8	MGI:1890222
NX_Q504U0	MGI:1923189
NX_Q504Y0	MGI:2139274
NX_Q504Y2	MGI:2147077
NX_Q504Y3	MGI:1921888
NX_Q50LG9	MGI:3605040
NX_Q52LA3	MGI:3045391
NX_Q52LC2	MGI:3648665
NX_Q52LD8	MGI:1921263
NX_Q52LG2	MGI:1330835
NX_Q52LG2	MGI:1916946
NX_Q52LG2	MGI:2152338
NX_Q52LJ0	MGI:1915465
NX_Q52LR7	MGI:1278321
NX_Q52LW3	MGI:2443818
NX_Q52MB2	MGI:2146066
NX_Q52WX2	MGI:2135937
NX_Q537H7	MGI:1922808
NX_Q53EL6	MGI:107490
NX_Q53EL9	MGI:104745
NX_Q53EP0	MGI:1919257
NX_Q53EQ6	MGI:2145902
NX_Q53ET0	MGI:1921593
NX_Q53EU6	MGI:3603816
NX_Q53EV4	MGI:1315192
NX_Q53EZ4	MGI:1921357
NX_Q53F19	MGI:1914124
NX_Q53F39	MGI:2661311
NX_Q53FD0	MGI:1919600
NX_Q53FE4	MGI:1914991
NX_Q53FP2	MGI:1914814
NX_Q53FT3	MGI:96738
NX_Q53FV1	MGI:1914094
NX_Q53FZ2	MGI:99538
NX_Q53G44	MGI:95975
NX_Q53G59	MGI:2385619
NX_Q53GA4	MGI:1202307
NX_Q53GD3	MGI:1917379
NX_Q53GG5	MGI:1859274
NX_Q53GI3	MGI:1914485
NX_Q53GL0	MGI:1914470
NX_Q53GL7	MGI:3712326
NX_Q53GQ0	MGI:1926967
NX_Q53GS7	MGI:1921662
NX_Q53GS9	MGI:107622
NX_Q53GT1	MGI:1337995
NX_Q53H12	MGI:1917173
NX_Q53H47	MGI:1921979
NX_Q53H54	MGI:1915510
NX_Q53H76	MGI:1934677
NX_Q53H80	MGI:1889364
NX_Q53H82	MGI:2442551
NX_Q53H96	MGI:1913444
NX_Q53HC0	MGI:106485
NX_Q53HC5	MGI:2443079
NX_Q53HC9	MGI:1289332
NX_Q53HI1	MGI:1914637
NX_Q53HL2	MGI:1196274
NX_Q53HV7	MGI:1918976
NX_Q53LP3	MGI:3606051
NX_Q53QV2	MGI:1925139
NX_Q53QW1	MGI:1919113
NX_Q53QZ3	MGI:1923367
NX_Q53R12	MGI:1913511
NX_Q53R41	MGI:2444596
NX_Q53RD9	MGI:1917620
NX_Q53RE8	MGI:1914816
NX_Q53RT3	MGI:1915105
NX_Q53RY4	MGI:1917065
NX_Q53S33	MGI:1925903
NX_Q53S58	MGI:1913593
NX_Q53SF7	MGI:2442894
NX_Q53SZ7	MGI:1923877
NX_Q53T59	MGI:1913224
NX_Q53T94	MGI:109577
NX_Q53TN4	MGI:2654575
NX_Q53TQ3	MGI:3027003
NX_Q53TS8	MGI:1920713
NX_Q53TS8	MGI:5592748
NX_Q562E7	MGI:2681828
NX_Q562F6	MGI:1098767
NX_Q562F6	MGI:3644562
NX_Q562R1	MGI:2444552
NX_Q567U6	MGI:1918079
NX_Q567V2	MGI:2681846
NX_Q569G3	MGI:1914842
NX_Q569H4	MGI:1918623
NX_Q569K4	MGI:2444734
NX_Q569K6	MGI:3041210
NX_Q56A73	MGI:2444925
NX_Q56NI9	MGI:1919238
NX_Q56P03	MGI:1913516
NX_Q56UN5	MGI:1203481
NX_Q56VL3	MGI:1916377
NX_Q587I9	MGI:1914408
NX_Q587J7	MGI:1919231
NX_Q587J8	MGI:1914241
NX_Q58A44	MGI:5012202
NX_Q58A45	MGI:1919837
NX_Q58DX5	MGI:2685867
NX_Q58EX2	MGI:2443847
NX_Q58EX7	MGI:2142544
NX_Q58F21	MGI:1891374
NX_Q58FF7	MGI:3644537
NX_Q58HT5	MGI:3588200
NX_Q58WW2	MGI:1921356
NX_Q59EK9	MGI:1858752
NX_Q59H18	MGI:2443276
NX_Q5BIV9	MGI:3582583
NX_Q5BJD5	MGI:1289225
NX_Q5BJE1	MGI:1918200
NX_Q5BJF2	MGI:1916321
NX_Q5BJF6	MGI:1098824
NX_Q5BJH2	MGI:1913559
NX_Q5BJH7	MGI:1924504
NX_Q5BKT4	MGI:2146159
NX_Q5BKU9	MGI:1913681
NX_Q5BKX5	MGI:3041247
NX_Q5BKX6	MGI:2146236
NX_Q5BKX8	MGI:1915266
NX_Q5BKY1	MGI:2448063
NX_Q5BKY9	MGI:1915402
NX_Q5BKZ1	MGI:1927246
NX_Q5BLP8	MGI:2686519
NX_Q5BN46	MGI:1916577
NX_Q5BVD1	MGI:2384848
NX_Q5C9Z4	MGI:1861749
NX_Q5CZC0	MGI:2664111
NX_Q5D0E6	MGI:1915039
NX_Q5D1E8	MGI:2385891
NX_Q5D862	MGI:3645678
NX_Q5DID0	MGI:1929785
NX_Q5DT21	MGI:1925492
NX_Q5DX21	MGI:2388477
NX_Q5EB52	MGI:96968
NX_Q5EBL2	MGI:2665174
NX_Q5EBL4	MGI:1922945
NX_Q5EBL8	MGI:1919871
NX_Q5EBM0	MGI:99830
NX_Q5EBN2	MGI:2387432
NX_Q5EE01	MGI:1913561
NX_Q5F1R6	MGI:1925371
NX_Q5FBB7	MGI:1919665
NX_Q5FVE4	MGI:3587728
NX_Q5FWE3	MGI:2444810
NX_Q5FWF4	MGI:1918362
NX_Q5FWF5	MGI:1925055
NX_Q5FWF7	MGI:2442569
NX_Q5FYB0	MGI:2443513
NX_Q5FYB1	MGI:2670959
NX_Q5GAN3	MGI:3528592
NX_Q5GAN4	MGI:3528588
NX_Q5GAN6	MGI:1922269
NX_Q5GFL6	MGI:2684334
NX_Q5GH70	MGI:2686466
NX_Q5GH72	MGI:3526711
NX_Q5GH73	MGI:2447765
NX_Q5GH76	MGI:3528744
NX_Q5GJ75	MGI:2685363
NX_Q5GLZ8	MGI:1914595
NX_Q5H8A3	MGI:3583618
NX_Q5H8A4	MGI:3576484
NX_Q5H8C1	MGI:2670972
NX_Q5H913	MGI:1921698
NX_Q5H9E4	MGI:1914312
NX_Q5H9F3	MGI:2443910
NX_Q5H9J9	MGI:1919091
NX_Q5H9K5	MGI:2442284
NX_Q5H9L2	MGI:3036236
NX_Q5H9L4	MGI:1921719
NX_Q5H9M0	MGI:2445062
NX_Q5H9R4	MGI:2147887
NX_Q5H9R7	MGI:1921807
NX_Q5H9S7	MGI:1923013
NX_Q5H9T9	MGI:3646964
NX_Q5HY64	MGI:1918114
NX_Q5HY92	MGI:1890647
NX_Q5HYA8	MGI:1923928
NX_Q5HYC2	MGI:2444398
NX_Q5HYI7	MGI:2686040
NX_Q5HYI8	MGI:1914907
NX_Q5HYJ1	MGI:2444966
NX_Q5HYJ3	MGI:1920076
NX_Q5HYK3	MGI:1098643
NX_Q5HYK7	MGI:1350923
NX_Q5HYK9	MGI:2442757
NX_Q5HYL7	MGI:2685374
NX_Q5HYM0	MGI:2442133
NX_Q5HYR2	MGI:1918137
NX_Q5HYR2	MGI:3639121
NX_Q5HYW2	MGI:3645090
NX_Q5HYW3	MGI:3045324
NX_Q5I0G3	MGI:1923918
NX_Q5I0X4	MGI:1914351
NX_Q5I0X7	MGI:1922766
NX_Q5I7T1	MGI:2146159
NX_Q5IJ48	MGI:2679260
NX_Q5J8M3	MGI:1915282
NX_Q5J8X5	MGI:1920716
NX_Q5JPB2	MGI:3641861
NX_Q5JPE7	MGI:2385850
NX_Q5JPH6	MGI:1914667
NX_Q5JPI3	MGI:1914859
NX_Q5JPI9	MGI:1919346
NX_Q5JQC9	MGI:102794
NX_Q5JQF8	MGI:3644774
NX_Q5JQS5	MGI:3030056
NX_Q5JR12	MGI:1919137
NX_Q5JR59	MGI:1915388
NX_Q5JR98	MGI:3045358
NX_Q5JRA6	MGI:2443183
NX_Q5JRC9	MGI:1918114
NX_Q5JRM2	MGI:3779666
NX_Q5JRS4	MGI:3030052
NX_Q5JRS4	MGI:3031238
NX_Q5JRV8	MGI:3045722
NX_Q5JRX3	MGI:1916867
NX_Q5JS13	MGI:1922008
NX_Q5JS37	MGI:2444520
NX_Q5JS54	MGI:1916916
NX_Q5JSH3	MGI:1919654
NX_Q5JSJ4	MGI:2442593
NX_Q5JSL3	MGI:1923224
NX_Q5JSP0	MGI:1353657
NX_Q5JSQ8	MGI:2138477
NX_Q5JSQ8	MGI:2676610
NX_Q5JSQ8	MGI:3583007
NX_Q5JSS6	MGI:1202878
NX_Q5JST6	MGI:1921655
NX_Q5JSZ5	MGI:1923304
NX_Q5JT82	MGI:2181068
NX_Q5JTB6	MGI:2663998
NX_Q5JTB6	MGI:3711222
NX_Q5JTC6	MGI:1919595
NX_Q5JTD0	MGI:1921344
NX_Q5JTD7	MGI:2684934
NX_Q5JTH9	MGI:2147437
NX_Q5JTJ3	MGI:1915142
NX_Q5JTN6	MGI:1923896
NX_Q5JTV8	MGI:3582693
NX_Q5JTW2	MGI:1924386
NX_Q5JTZ5	MGI:2442889
NX_Q5JTZ9	MGI:2681839
NX_Q5JU00	MGI:98640
NX_Q5JU67	MGI:2447809
NX_Q5JU69	MGI:1353596
NX_Q5JU85	MGI:3528396
NX_Q5JUK2	MGI:2684956
NX_Q5JUK3	MGI:1924627
NX_Q5JUQ0	MGI:2443569
NX_Q5JUR7	MGI:1922873
NX_Q5JUX0	MGI:3780056
NX_Q5JV73	MGI:3646547
NX_Q5JVF3	MGI:2443003
NX_Q5JVG8	MGI:107769
NX_Q5JVL4	MGI:1919127
NX_Q5JVS0	MGI:1891713
NX_Q5JVX7	MGI:1918191
NX_Q5JW98	MGI:2685489
NX_Q5JWF2	MGI:95777
NX_Q5JWF8	MGI:1917612
NX_Q5JWR5	MGI:1289294
NX_Q5JX69	MGI:1923676
NX_Q5JX71	MGI:1923676
NX_Q5JXA9	MGI:3779469
NX_Q5JXB2	MGI:3643295
NX_Q5JXC2	MGI:106506
NX_Q5JXM2	MGI:3045338
NX_Q5JXX5	MGI:95750
NX_Q5JY77	MGI:1917418
NX_Q5JYT7	MGI:3606579
NX_Q5JZY3	MGI:3586824
NX_Q5K4E3	MGI:1924863
NX_Q5K4L6	MGI:1347358
NX_Q5KSL6	MGI:3580254
NX_Q5KU26	MGI:2152907
NX_Q5M775	MGI:2442356
NX_Q5M7Z0	MGI:1924142
NX_Q5M8T2	MGI:1923407
NX_Q5M9N0	MGI:2444555
NX_Q5M9Q1	MGI:1913957
NX_Q5MAI5	MGI:3587025
NX_Q5MCW4	MGI:107784
NX_Q5MIZ7	MGI:2144474
NX_Q5MJ08	MGI:1920559
NX_Q5MJ70	MGI:1918141
NX_Q5MNV8	MGI:1920223
NX_Q5MNZ6	MGI:1914090
NX_Q5MNZ9	MGI:1261864
NX_Q5MY95	MGI:1919340
NX_Q5NDL2	MGI:2141669
NX_Q5NUL3	MGI:2147577
NX_Q5PRF9	MGI:2448542
NX_Q5PSV4	MGI:1196337
NX_Q5PT55	MGI:2685251
NX_Q5QGS0	MGI:2148050
NX_Q5QGT7	MGI:2685451
NX_Q5QGZ9	MGI:3040968
NX_Q5QJ38	MGI:1918575
NX_Q5QJ74	MGI:1925543
NX_Q5QJE6	MGI:1923173
NX_Q5QJU3	MGI:1920932
NX_Q5QNW6	MGI:2448413
NX_Q5QP82	MGI:2140179
NX_Q5R372	MGI:1352507
NX_Q5R387	MGI:106638
NX_Q5R3F8	MGI:3608416
NX_Q5R3I4	MGI:2146198
NX_Q5R3K3	MGI:2443082
NX_Q5RHP9	MGI:1919095
NX_Q5RI15	MGI:1913609
